event_name,event_link,event_description,start_date_and_time,end_date_and_time,event_location,event_organizer,event_contact,event_cost,event_type
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 24 - Birdie’s Playhouse (Children’s interactive bilingual) 

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/24/2014 06:30:00 PM,08/24/2014 08:30:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 28 - La Resistencia (Latin ska)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/28/2014 08:00:00 PM,08/28/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 29 - Quetzal (Latin traditional Chicano)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/29/2014 08:00:00 PM,08/29/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 30 - La Santa Cecilia

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/30/2014 08:00:00 PM,08/30/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
Theatricum Botanicum 2014 Summer Repertory Season,http://www.theatricum.com,"Join the annual summer season of Shakespeare and the classics set in a rustic, outdoor amphitheater located in a natural canyon ravine. Picnickers are welcome.

Events take place July through October. Times and dates vary by performance, please check website for more information.
",07/01/2014 12:00:00 AM,10/31/2014 12:00:00 AM,"1419 N Topanga Canyon Blvd
",Will Geer Theatricum Botanicum,310-455-3723,"Adults $10 - $33, Children 5 and under free","Culture & Community, Family Friendly, Great Outdoors"
1st Thursday San Pedro Art Walk,http://www.1stthursday.com,"On the first Thursday of each month, the artists, entertainers, and business people of San Pedro celebrate the arts with an evening of open galleries, studios, street vendors, and live entertainment in the Downtown San Pedro Arts District.  Downtown San Pedro is magically transformed into a village of creativity surrounded by historical architecture, including the magnificent Warner Grand Theatre, quaint restaurants and cafes, plus plenty of places to shop for unusual items and gifts. Bring the whole family for an enjoyable evening in this seaside village.    
",07/03/2014 05:00:00 PM,07/03/2014 09:00:00 PM,,San Pedro Peninsula Chamber of Commerce,,free,"Family Friendly, Culture & Community, Arts & Antiques, Free!"
Annual 4th of July Street Fair in Ventura,http://www.cityofventura.net/streetfairs,"This popular annual event attracts up to 50,000 people to Downtown Ventura and features 300 artisans, food booths, nonprofit organization displays, and four stages of continuous live entertainment.    
",07/04/2014 10:00:00 AM,07/04/2014 05:00:00 PM,,City of Ventura Cultural Affairs Division,805-654-7749,free,"Family Friendly, Holiday Celebration, Free! Fairs & Festivals"
4th of July Celebration at Hansen Dam,http://www.laparks.org,"A holiday celebration in the San Fernando Valley featuring music and other live entertainment, food, and fireworks. Booths offer information about safety, health, community resources, and more. Come take a swim in the 1.5-acre swim lake available for use during the day. Attendees are encouraged to bring a picnic.    
",07/04/2014 10:00:00 AM,07/04/2014 10:00:00 PM,,City of Los Angeles Department of Recreation and Parks,818-899-8087,free,"Family Friendly, Culture & Community, Holiday Celebration, Free!, Great Outdoors"
Annual Vision Outside 4th of July Jazz and Blues Festival,http://www.culturela.org,"Come celebrate the 4th of July at the Vision Theatre in Leimert Park with the rich cultural heritage of the diverse sounds of jazz and blues. There will also be children’s arts and crafts, face painting, delicious food available, and free watermelon.   
",07/04/2014 01:00:00 PM,07/04/2014 07:00:00 PM,,"City of Los Angeles Department of Cultural Affairs & City Council 
District 8",213-202-5500,free,"Family Friendly, Culture & Community, Holiday Celebration, Free!"
Fourth of July in Monterey Park,http://www.ci.monterey-park.ca.us,"The day will feature entertainment, food, fireworks, and fun for the entire family.  Patriotic activities include children's crafts and music by the Monterey Park Concert band. 
",07/04/2014 03:00:00 PM,07/04/2014 08:00:00 PM,,Monterey Park Cherry Blossom Festival,626-307-1388,free,"Family Friendly, Holiday Celebration, Free!"
City of Diamond Bar’s Annual 4th of July Blast,http://www.cityofdiamondbar.com,"Spend the summer afternoon at the park with family, friends, and neighbors. Bring a picnic or enjoy a variety of concessions available. Kids’ crafts, face painting, and patriotic musical performances lead up to a spectacular fireworks display. A great way to celebrate Independence Day! 
",07/04/2014 05:00:00 PM,07/04/2014 09:30:00 PM,"501 S Diamond Bar Blvd
",City of Diamond Bar,909-839-7070,free,"Family Friendly, Holiday Celebration, Free!"
July 4th Fireworks Extravaganza,http://valleycultural.org,"Fourth of July fireworks have returned to the West Valley! With the largest attendance of any 4th of July celebration in the San Fernando Valley, this Extravaganza provides an audience of 40,000 people with a free concert and fireworks show. Come and get up close and personal with the biggest event in the valley.     

Concert at 6:00 pm, Fireworks at 9:10 pm.    
",07/04/2014 06:00:00 PM,07/04/2014 11:00:00 PM,,Valley Cultural Center,818-704-3456,free,"Family Friendly, Holiday Celebration, Free!"
Undiscovered Chinatown Tour,http://www.chinatownla.com,"Tours take visitors to a number of off-the-beaten-track points of cultural and historical interest, and will guide those interested in shopping to some of Chinatown’s best bargains and trendiest shops. RSVP via email at info@chinatownla.com.    
",07/05/2014 10:30:00 AM,07/05/2014 01:00:00 PM,,Chinatown Business Improvement District,213-680-0243,$20 ,"Culture & Community, Tour LA, Family Friendly"
Children’s Concert Series,http://www.valleycultural.org,"Children’s Concert Series at the Madrid Theatre introduces the world of arts and culture to children between the ages of 5 and 9 years old. The free program includes opera, puppetry, acting, dance, music, and artistry. Limited seating available.  

Concerts take place July 7, 14, 21, 28 & August 4

Call for reservations at 818-347-9938.  
",07/07/2014 10:00:00 AM,07/07/2014 11:20:00 AM,"21622 Sherman Way
Canoga Park, CA 91303
(34.20096360500048, -118.60101888599968)",Valley Cultural Center,818-888-0822,free,"Culture & Community, Family Friendly, Free!"
Children’s Concert Series,http://www.valleycultural.org,"Children’s Concert Series at the Madrid Theatre introduces the world of arts and culture to children between the ages of 5 and 9 years old. The free program includes opera, puppetry, acting, dance, music, and artistry. Limited seating available.  

Concerts take place July 7, 14, 21, 28 & August 4

Call for reservations at 818-347-9938.  
",07/14/2014 10:00:00 AM,07/14/2014 11:20:00 AM,"21622 Sherman Way
Canoga Park, CA 91303
(34.20096360500048, -118.60101888599968)",Valley Cultural Center,818-888-0822,free,"Culture & Community, Family Friendly, Free!"
Children’s Concert Series,http://www.valleycultural.org,"Children’s Concert Series at the Madrid Theatre introduces the world of arts and culture to children between the ages of 5 and 9 years old. The free program includes opera, puppetry, acting, dance, music, and artistry. Limited seating available.  

Concerts take place July 7, 14, 21, 28 & August 4

Call for reservations at 818-347-9938.  
",07/21/2014 10:00:00 AM,07/21/2014 11:20:00 AM,"21622 Sherman Way
Canoga Park, CA 91303
(34.20096360500048, -118.60101888599968)",Valley Cultural Center,818-888-0822,free,"Culture & Community, Family Friendly, Free!"
Children’s Concert Series,http://www.valleycultural.org,"Children’s Concert Series at the Madrid Theatre introduces the world of arts and culture to children between the ages of 5 and 9 years old. The free program includes opera, puppetry, acting, dance, music, and artistry. Limited seating available.  

Concerts take place July 7, 14, 21, 28 & August 4

Call for reservations at 818-347-9938.  
",07/28/2014 10:00:00 AM,07/28/2014 11:20:00 AM,"21622 Sherman Way
Canoga Park, CA 91303
(34.20096360500048, -118.60101888599968)",Valley Cultural Center,818-888-0822,free,"Culture & Community, Family Friendly, Free!"
