LocationType,Location Name,StNumber,StNumberFraction,StDirection,StName,StSuffix,StSuffixDirection,AddressType,AddressTypeValue,CrossStDirection,CrossStName,CrossStSuffix,CrossStSuffixDirection,City,State,Zip,Website,Phone,CouncilDistrict,GeoLat,GeoLong
Recreation Centers,State Street Recreation Center,716,,N,State,St,,,,,,,,"Los Angeles
CA 90033
(34.0531, -118.213)",CA,90033,http://www.laparks.org/dos/reccenter/facility/stateStreetRC.htm,(213) 847-2790,14,34.053064,-118.212879
Recreation Centers,Sepulveda Sports Complex,6201,,,Balboa,Blvd,,,,,,,,"Encino
CA 91316
(34.1835, -118.503)",CA,91316,,,7,34.183495,-118.502762
Recreation Centers,Peck Park Youth Center,560,,N,Western,Ave,,,,,,,,"San Pedro
CA 90732
(33.7498, -118.307)",CA,90732,http://www.laparks.org/dos/reccenter/facility/peckParkComCtr.htm,(310) 548-7580,15,33.749759,-118.306733
Recreation Centers,Studio City Recreation Center (Beeman Park),12621,,,Rye,St,,,,,,,,"Studio City
CA 91604
(34.1514, -118.408)",CA,91604,http://www.laparks.org/dos/reccenter/facility/studioCityRC.htm,(818) 769-4415,2,34.15137297,-118.4079843
Recreation Centers,Yosemite Recreation Center,1840,,,Yosemite,Dr,,,,,,,,"Los Angeles
CA 90041
(34.1334, -118.208)",CA,90041,http://www.laparks.org/dos/reccenter/facility/yosemiteRC.htm,(323) 257-1644,14,34.13344093,-118.2080976
Recreation Centers,Stoner Recreation Center,1835,,,Stoner,Ave,,,,,,,,"Los Angeles
CA 90025
(34.0384, -118.453)",CA,90025,http://www.laparks.org/dos/reccenter/facility/stonerRC.htm,(310) 479-7200,11,34.03844736,-118.4532902
Recreation Centers,Lafayette Community Center,625,,S,Lafayette Park,Pl,,,,,,,,"Los Angeles
CA 90057
(34.0621, -118.283)",CA,90057,http://www.laparks.org/dos/reccenter/facility/lafayetteMCC.htm,(213) 384-0562,10,34.06211618,-118.282875
Recreation Centers,Harbor City Recreation Center,24901,,,Frampton,Ave,,,,,,,,"Harbor City
CA 90710
(33.7981, -118.299)",CA,90710,http://www.laparks.org/dos/reccenter/facility/harborCityRC.htm,(310) 548-7729,15,33.798111,-118.29922
Recreation Centers,Ralph C. Daniels Field Sports Center,845,,W,12th,St,,,,,,,,"San Pedro
CA 90731
(33.7332, -118.296)",CA,90731,http://www.laparks.org/dos/reccenter/facility/danFharSC.htm,(310) 548-7728,15,33.73320205,-118.2955729
Recreation Centers,James Slauson Recreation Center,5306,,S,Compton,Ave,,,,,,,,"Los Angeles
CA 90011
(33.9942, -118.248)",CA,90011,http://www.laparks.org/dos/reccenter/facility/slausonMC.htm,(323) 233-1174,9,33.994156,-118.247682
Recreation Centers,Echo Park Youth Center,515,,,Laveta,Ter,,,,,,,,"Los Angeles
CA 90026
(34.0683, -118.259)",CA,90026,http://www.laparks.org/dos/reccenter/facility/echoParkRC.htm,(213) 240-3006,1,34.068302,-118.258827
Recreation Centers,Glassell Park Youth Center,2727,,,Crestmore,Pl,,,,,,,,"Los Angeles
CA 90065
(34.1148, -118.234)",CA,90065,http://www.laparks.org/dos/reccenter/facility/glassellParkRC.htm,(323) 341-5681,1,34.11484802,-118.233719
Recreation Centers,El Sereno Recreation Center,4721,,,Klamath,St,,,,,,,,"Los Angeles
CA 90032
(34.0757, -118.182)",CA,90032,http://www.laparks.org/dos/reccenter/facility/elSerenoRC.htm,(323) 225-3517,14,34.075694,-118.1815698
Recreation Centers,Balboa Sports Complex,17015,,,Burbank,Blvd,,,,,,,,"Encino
CA 91316
(34.1783, -118.505)",CA,91316,http://www.laparks.org/dos/reccenter/facility/balboaSportsComplex.htm,(818) 756-9642,6,34.178258,-118.504694
Recreation Centers,Shadow Ranch Recreation Center,22633,,,Vanowen,St,,,,,,,,"West Hills
CA 91307
(34.1946, -118.62)",CA,91307,http://www.laparks.org/dos/reccenter/facility/shadowRanchRC.htm,(818) 883-3637,12,34.194561,-118.619869
Recreation Centers,Imperial Courts Recreation Center,2250,,E,114th,St,,,,,,,,"Los Angeles
CA 90059
(33.9313, -118.232)",CA,90059,http://www.laparks.org/dos/reccenter/facility/imperialcourtsRC.htm,(323) 564-1834,15,33.93125654,-118.2324199
Recreation Centers,Baldwin Hills Recreation Center,5401,,,Highlight,Pl,,,,,,,,"Los Angeles
CA 90016
(34.0241, -118.364)",CA,90016,http://www.laparks.org/dos/reccenter/facility/baldwinHillsRC.htm,(323) 934-0746,10,34.024067,-118.364103
Recreation Centers,Penmar Recreation Center,1341,,,Lake,St,,,,,,,,"Venice
CA 90291
(34.0064, -118.455)",CA,90291,http://www.laparks.org/dos/reccenter/facility/penmarRC.htm,(310) 396-8735,11,34.006428,-118.45547
Recreation Centers,Sun Valley Recreation Center,8133,,,Vineland,Ave,,,,,,,,"Sun Valley
CA 91352
(34.2181, -118.372)",CA,91352,http://www.laparks.org/dos/reccenter/facility/sunValleyRC.htm,(818) 767-6151,6,34.218089,-118.371541
Recreation Centers,Toberman Recreation Center,1725,,,Toberman,St,,,,,,,,"Los Angeles
CA 90015
(34.0391, -118.279)",CA,90015,http://www.laparks.org/dos/reccenter/facility/tobermanRC.htm,(213) 485-6896,1,34.03912821,-118.2787516
Recreation Centers,Ramona Gardens Recreation Center,2830,,,Lancaster,Ave,,,,,,,,"Los Angeles
CA 90033
(34.057, -118.195)",CA,90033,http://www.laparks.org/dos/reccenter/facility/ramonagardensRC.htm,(213) 847-2961,14,34.056954,-118.194894
Recreation Centers,Hubert H. Humphrey Recreation Center,12560,,,Filmore,St,,,,,,,,"Pacoima
CA 91331
(34.2818, -118.407)",CA,91331,http://www.laparks.org/dos/reccenter/facility/huberthumphreyRC.htm,(818) 896-6510,7,34.28181122,-118.4074686
Recreation Centers,Northridge Recreation Center,18300,,W,Lemarsh,St,,,,,,,,"Northridge
CA 91324
(34.2553, -118.532)",CA,91324,http://www.laparks.org/dos/reccenter/facility/northridgeRC.htm,(818) 349-7341,12,34.25529,-118.53226
Recreation Centers,South Los Angeles Sports Activity Center,7020,,S,Figueroa,St,,,,,,,,"Los Angeles
CA 90003
(33.9761, -118.282)",CA,90003,,(323) 758-8716,8,33.976134,-118.282328
Recreation Centers,Venice Beach Recreation Area,1800,,,Ocean Front,Walk,,,,,,,,"Venice
CA 90291
(33.9858, -118.473)",CA,90291,http://www.laparks.org/venice/venice.htm,(310) 396-6794,11,33.985826,-118.472771
Recreation Centers,Lanark Recreation Center,21816,,,Lanark,St,,,,,,,,"Canoga Park
CA 91304
(34.2174, -118.604)",CA,91304,http://www.laparks.org/dos/reccenter/facility/lanarkRC.htm,(818) 883-1503,3,34.21743314,-118.6038772
Recreation Centers,Jackie Tatum / Harvard Recreation Center,1535,,W,62nd,St,,,,,,,,"Los Angeles
CA 90047
(33.9386, -118.304)",CA,90047,http://www.laparks.org/dos/reccenter/facility/jackieTatumRC.htm,(323) 778-2579,8,33.93857,-118.303829
Recreation Centers,Branford Recreation Center,13306,,,Branford,St,,,,,,,,"Arleta
CA 91331
(34.2334, -118.423)",CA,91331,http://www.laparks.org/dos/reccenter/facility/branfordRC.htm,(818) 893-4923,6,34.23337931,-118.4232809
Recreation Centers,Barnsdall Art Center,4800,,,Hollywood,Blvd,,,,,,,,"Los Angeles
CA 90027
(34.1015, -118.294)",CA,90027,http://www.laparks.org/dos/reccenter/facility/barnsdallArtPkRC.htm,(323) 660-4254,13,34.10151763,-118.29443
Recreation Centers,Delano Recreation Center,15100,,,Erwin,St,,,,,,,,"Van Nuys
CA 91411
(34.182, -118.462)",CA,91411,http://www.laparks.org/dos/reccenter/facility/delanoRC.htm,(818) 756-8529,6,34.182032,-118.46247
Recreation Centers,South Park Recreation Center,345,,E,51st,St,,,,,,,,"Los Angeles
CA 90011
(33.9974, -118.268)",CA,90011,http://www.laparks.org/dos/reccenter/facility/southPkRC.htm,(213) 847-6746,9,33.997417,-118.267651
Recreation Centers,Rancho Cienega - Ira C. Massey Youth Center,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles
CA 90016
(34.0224, -118.351)",CA,90016,http://www.laparks.org/dos/reccenter/facility/ranchocienegaRC.htm,(323) 290-2330,10,34.02235,-118.350784
Recreation Centers,Ramon D. Garcia Msgr. Recreation Center,1016,,S,Fresno,St,,,,,,,,"Los Angeles
CA 90023
(34.0275, -118.207)",CA,90023,http://www.laparks.org/dos/reccenter/facility/ramonGarciaRC.htm,(323) 265-4755,14,34.027534,-118.206502
Recreation Centers,Ramona Hall Community Center,4580,,N,Figueroa,St,,,,,,,,"Los Angeles
CA 90065
(34.0979, -118.205)",CA,90065,http://www.laparks.org/dos/reccenter/facility/ramonahallCRC.htm,(323) 276-3021,1,34.097865,-118.205115
Recreation Centers,Elysian Valley Recreation Center,1811,,,Ripple,St,,,,,,,,"Los Angeles
CA 90039
(34.0991, -118.245)",CA,90039,http://www.laparks.org/dos/reccenter/facility/elysianValleyRC.htm,(323) 666-5058,13,34.099148,-118.245058
Recreation Centers,Echo Park Recreation Center,1632,,,Bellevue,Ave,,,,,,,,"Los Angeles
CA 90026
(34.0698, -118.26)",CA,90026,http://www.laparks.org/dos/reccenter/facility/echoParkRC.htm,(213) 250-3578,13,34.069801,-118.260119
Recreation Centers,Wilmington Recreation Center,325,,N,Neptune,Ave,,,,,,,,"Wilmington
CA 90744
(33.7731, -118.269)",CA,90744,http://www.laparks.org/dos/reccenter/facility/wilmingtonRC.htm,(310) 548-7645,15,33.77313982,-118.2686791
Recreation Centers,Rustic Canyon Recreation Center,601,,,Latimer,Rd,,,,,,,,"Pacific Palisades
CA 90402
(34.0378, -118.515)",CA,90402,http://www.laparks.org/dos/reccenter/facility/rusticCanyonRC.htm,(310) 454-5734,11,34.037817,-118.51479
Recreation Centers,Oakwood Recreation Center,767,,,California,Ave,,,,,,,,"Venice
CA 90291
(33.9945, -118.464)",CA,90291,http://www.laparks.org/dos/reccenter/facility/oakwoodRC.htm,(310) 452-7479,11,33.99447842,-118.4635489
Recreation Centers,LACES (Los Angeles Center for Enriched Studies),5931,,W,18th,St,,,,,,,,"Los Angeles
CA 90035
(34.0436, -118.371)",CA,90035,http://www.laparks.org/dos/reccenter/facility/laces.htm,(323) 933-8343,10,34.04361628,-118.3714542
Recreation Centers,Alpine Recreation Center,817,,,Yale,St,,,,,,,,"Los Angeles
CA 90012
(34.0637, -118.241)",CA,90012,http://www.laparks.org/dos/reccenter/facility/alpineRC.htm,(213) 485-5448,1,34.06372912,-118.240742
Recreation Centers,Valley Plaza Recreation Center,12240,,,Archwood,St,,,,,,,,"North Hollywood
CA 91606
(34.192, -118.401)",CA,91606,http://www.laparks.org/dos/reccenter/facility/valleyPlazaRC.htm,(818) 765-5885,2,34.19200843,-118.4008938
Recreation Centers,Ritchie Valens Recreation Center,10731,,,Laurel Canyon,Blvd,,,,,,,,"Pacoima
CA 91331
(34.2658, -118.439)",CA,91331,http://www.laparks.org/dos/reccenter/facility/ritchievalensRC.htm,(818) 834-5172,7,34.265818,-118.438725
Recreation Centers,Sherman Oaks Castle Park,4989,,,Sepulveda,Blvd,,,,,,,,"Sherman Oaks
CA 91403
(34.1612, -118.466)",CA,91403,http://www.laparks.org/shermanoaks_castlepk/index.htm,(818) 756-9459,4,34.16115111,-118.4664309
Recreation Centers,Denker Recreation Center,1550,,W,35th,Pl,,,,,,,,"Los Angeles
CA 90018
(34.0236, -118.305)",CA,90018,http://www.laparks.org/dos/reccenter/facility/denkerRC.htm,(323) 733-8367,8,34.02355276,-118.3045149
Recreation Centers,Seoul International Recreation Center,3250,,,San Marino,St,,,,,,,,"Los Angeles
CA 90006
(34.0544, -118.302)",CA,90006,http://www.laparks.org/dos/reccenter/facility/seoulInterRC.htm,(213) 383-7549,10,34.05435479,-118.3016258
Recreation Centers,Poinsettia Recreation Center,7341,,,Willoughy,Ave,,,,,,,,"Los Angeles
CA 90046
(34.0878, -118.35)",CA,90046,http://www.laparks.org/dos/reccenter/facility/poinsettiaRC.htm,(323) 876-5014,5,34.087752,-118.350031
Recreation Centers,Algin Sutton Youth Center,8800,,S,Hoover,St,,,,,,,,"Los Angeles
CA 90044
(33.9578, -118.286)",CA,90044,http://www.laparks.org/dos/reccenter/facility/alginSuttonRC.htm,(323) 565-2541,8,33.957778,-118.285546
Recreation Centers,Panorama City Recreation Center,8600,,,Hazeltine,Ave,,,,,,,,"Panorama City
CA 91402
(34.2267, -118.441)",CA,91402,http://www.laparks.org/dos/reccenter/facility/panoramaRC.htm,(818) 893-3401,6,34.22673102,-118.4413338
Recreation Centers,Van Nuys Recreation Center,14301,,,Vanowen,St,,,,,,,,"Van Nuys
CA 91405
(34.1941, -118.445)",CA,91405,http://www.laparks.org/dos/reccenter/facility/VanNuysRC.htm,(818) 756-8131,6,34.19405925,-118.4446325
Recreation Centers,Glassell Park Recreation Center,3650,,,Verdugo,Rd,,,,,,,,"Los Angeles
CA 90065
(34.1162, -118.234)",CA,90065,http://www.laparks.org/dos/reccenter/facility/glassellParkRC.htm,(323) 257-1863,1,34.116158,-118.233593
Recreation Centers,Algin Sutton Recreation Center,8800,,S,Hoover,St,,,,,,,,"Los Angeles
CA 90044
(33.9578, -118.286)",CA,90044,http://www.laparks.org/dos/reccenter/facility/alginSuttonRC.htm,(323) 753-5808,8,33.957778,-118.285546
Recreation Centers,Cypress Recreation Center,2630,,,Pepper,Ave,,,,,,,,"Los Angeles
CA 90065
(34.0894, -118.226)",CA,90065,http://www.laparks.org/dos/reccenter/facility/cypressRC.htm,(213) 485-5384,1,34.0894357,-118.2255846
Recreation Centers,Victory Valley Youth Center,6451,,,Saint Clair,Ave,,,,,,,,"North Hollywood
CA 91606
(34.1876, -118.4)",CA,91606,http://www.laparks.org/dos/reccenter/facility/valleyPlazaRC.htm,(818) 764-1679,2,34.18758094,-118.3998795
Recreation Centers,Mason  Youth Center,10520,,,Mason,Ave,,,,,,,,"Chatsworth
CA 91311
(34.2615, -118.58)",CA,91311,http://www.laparks.org/dos/reccenter/facility/masonRC.htm,(818) 998-6377,12,34.26154428,-118.5798211
Recreation Centers,Martin Luther King Jr. Recreation Center,3916,,S,Western,Ave,,,,,,,,"Los Angeles
CA 90062
(34.0139, -118.309)",CA,90062,http://www.laparks.org/dos/reccenter/facility/martinLKTRC.htm,(213) 847-0878,8,34.01394464,-118.3087893
Recreation Centers,Peck Park Community Center,560,,N,Western,Ave,,,,,,,,"San Pedro
CA 90732
(33.7498, -118.307)",CA,90732,http://www.laparks.org/dos/reccenter/facility/peckParkComCtr.htm,(310) 548-7580,15,33.749759,-118.306733
Recreation Centers,North Weddington Park Community Center,10844,,W,Acama,St,,,,,,,,"North Hollywood
CA 91602
(34.1458, -118.367)",CA,91602,http://www.laparks.org/dos/reccenter/facility/northWeddingtonRC.htm,(818) 506-1467,2,34.145768,-118.36709
Recreation Centers,Ross Snyder Recreation Center,1501,,E,41st,St,,,,,,,,"Los Angeles
CA 90011
(34.0087, -118.247)",CA,90011,http://www.laparks.org/dos/reccenter/facility/rossSnyderRC.htm,(323) 231-3964,9,34.00871681,-118.2473934
Recreation Centers,Sepulveda Recreation Center,8801,,,Kester,Ave,,,,,,,,"Panorama City
CA 91405
(34.2301, -118.458)",CA,91405,http://www.laparks.org/dos/reccenter/facility/sepulvedaRC.htm,(818) 893-3700,6,34.23005873,-118.4575623
Recreation Centers,Hoover Recreation Center,1010,,W,25th,St,,,,,,,,"Los Angeles
CA 90007
(34.0327, -118.283)",CA,90007,http://www.laparks.org/dos/reccenter/facility/hooverRC.htm,(213) 749-8896,1,34.03273559,-118.2830944
Recreation Centers,Silver Lake Recreation Center,1850,,W,Silver Lake,Dr,,,,,,,,"Los Angeles
CA 90026
(34.0925, -118.267)",CA,90026,http://www.laparks.org/dos/reccenter/facility/silverLakeRC.htm,(323) 644-3946,13,34.09250232,-118.2668935
Recreation Centers,Penmar Youth Center,1341,,,Lake,St,,,,,,,,"Venice
CA 90291
(34.0062, -118.456)",CA,90291,http://www.laparks.org/dos/reccenter/facility/penmarRC.htm,(310) 396-8735,11,34.00618864,-118.455831
Recreation Centers,Wabash Recreation Center,2765,,,Wabash,Ave,,,,,,,,"Los Angeles
CA 90033
(34.0507, -118.198)",CA,90033,http://www.laparks.org/dos/reccenter/facility/wabashRC.htm,(323) 262-6534,14,34.05070789,-118.1981928
Recreation Centers,Robertson Recreation Center,1641,,,Preuss,Rd,,,,,,,,"Los Angeles
CA 90035
(34.0493, -118.385)",CA,90035,http://www.laparks.org/dos/reccenter/facility/robertsonRC.htm,(310) 278-5383,5,34.0492868,-118.3847196
Recreation Centers,Palms Youth Center,2930,,,Overland,Ave,,,,,,,,"Los Angeles
CA 90064
(34.0334, -118.418)",CA,90064,http://www.laparks.org/dos/reccenter/facility/palmsRC.htm,(310) 838-3838,5,34.03335767,-118.418118
Recreation Centers,Cabrillo Beach Bathhouse,3800,,,Stephen M. White,Dr,,,,,,,,"San Pedro
CA 90731
(33.7099, -118.284)",CA,90731,http://www.laparks.org/dos/reccenter/facility/cabrilloBBathHouse.htm,(310) 548-7554,15,33.709914,-118.283767
Recreation Centers,Fred Roberts Recreation Center,4700,,S,Honduras,St,,,,,,,,"Los Angeles
CA 90011
(34.0009, -118.244)",CA,90011,http://www.laparks.org/dos/reccenter/facility/fredRobertsRC.htm,(323) 234-8650,9,34.000886,-118.24401
Recreation Centers,Victory - Vineland Recreation Center,11117,,,Victory,Blvd,,,,,,,,"North Hollywood
CA 91606
(34.1869, -118.373)",CA,91606,http://www.laparks.org/dos/reccenter/facility/victoryVinelandRC.htm,(818) 985-9516,2,34.18685414,-118.3729476
Recreation Centers,Pecan Recreation Center,127,,S,Pecan,St,,,,,,,,"Los Angeles
CA 90033
(34.0465, -118.222)",CA,90033,http://www.laparks.org/dos/reccenter/facility/pecanRC.htm,(323) 262-2736,14,34.04652101,-118.2220261
Recreation Centers,Lincoln Heights Youth Center,2911,,,Altura,St,,,,,,,,"Los Angeles
CA 90031
(34.0755, -118.212)",CA,90031,http://www.laparks.org/dos/reccenter/facility/lincolnHghtYC.htm,(323) 226-1401,1,34.075537,-118.211513
Recreation Centers,Palms Recreation Center,2950,,,Overland,Ave,,,,,,,,"Los Angeles
CA 90064
(34.0329, -118.418)",CA,90064,http://www.laparks.org/dos/reccenter/facility/palmsRC.htm,(310) 838-3838,5,34.03286932,-118.4177271
Recreation Centers,North Hollywood Recreation Center,11430,,,Chandler,Blvd,,,,,,,,"North Hollywood
CA 91601
(34.1676, -118.38)",CA,91601,http://www.laparks.org/dos/reccenter/facility/northHollywoodRC.htm,(818) 763-7651,2,34.16762,-118.379952
Recreation Centers,Fernangeles Recreation Center,8851,,,Laurel Canyon,Blvd,,,,,,,,"Sun Valley
CA 91352
(34.2293, -118.401)",CA,91352,http://www.laparks.org/dos/reccenter/facility/fernangelesRC.htm,(818) 767-4171,6,34.229345,-118.400978
Recreation Centers,Chevy Chase Recreation Center,4165,,,Chevy Chase,Dr,,,,,,,,"Los Angeles
CA 90039
(34.1334, -118.267)",CA,90039,http://www.laparks.org/dos/reccenter/facility/chevyChaseRC.htm,(213) 485-4867,13,34.133432,-118.266546
Recreation Centers,Lou Costello (Hostetter) Recreation Center,3141,,E,Olympic,Blvd,,,,,,,,"Los Angeles
CA 90023
(34.0205, -118.211)",CA,90023,http://www.laparks.org/dos/reccenter/facility/louCostelloRC.htm,(213) 485-9111,14,34.02048437,-118.2108829
Recreation Centers,Chatsworth Park South Recreation Center,22360,,,Devonshire,St,,,,,,,,"Chatsworth
CA 91311
(34.2579, -118.615)",CA,91311,http://www.laparks.org/dos/reccenter/facility/chatsworthRC.htm,(818) 341-6595,12,34.25791374,-118.6149639
Recreation Centers,Carlin G. Smith Recreation Center,511,,W,Ave 46,,,,,,,,,"Los Angeles
CA 90065
(34.102, -118.211)",CA,90065,http://www.laparks.org/dos/reccenter/facility/carlinGSmithRC.htm,(323) 225-4960,1,34.10201827,-118.2110915
Recreation Centers,David M. Gonzales / Pacoima Recreation Center,10943,,,Herrick,Ave,,,,,,,,"Pacoima
CA 91331
(34.2692, -118.413)",CA,91331,http://www.laparks.org/dos/reccenter/facility/davidMGonzalesRC.htm,(818) 899-1950,7,34.26921299,-118.4130658
Recreation Centers,Palisades Recreation Center,851,,,Alma Real,Dr,,,,,,,,"Pacific Palisades
CA 90272
(34.0424, -118.525)",CA,90272,http://www.laparks.org/dos/reccenter/facility/palisadesRC.htm,(310) 454-1412,11,34.042429,-118.524614
Recreation Centers,Eagle Rock Recreation Center,1100,,,Eagle Vista,Dr,,,,,,,,"Los Angeles
CA 90041
(34.143, -118.188)",CA,90041,http://www.laparks.org/dos/reccenter/facility/eagleRockRC.htm,(323) 257-6948,14,34.142988,-118.18805
Recreation Centers,Gilbert W. Lindsay Recreation Center,429,,E,42nd,Pl,,,,,,,,"Los Angeles
CA 90011
(34.0066, -118.268)",CA,90011,http://www.laparks.org/dos/reccenter/facility/gilbertLindsayRC.htm,(323) 846-7584,9,34.00661929,-118.2677641
Recreation Centers,Martin J. Bogdanovich Recreation Center,1920,,,Cumbre,Dr,,,,,,,,"San Pedro
CA 90732
(33.7301, -118.32)",CA,90732,http://www.laparks.org/dos/reccenter/facility/bogdanovichRC.htm,(310) 548-7590,15,33.730086,-118.319877
Recreation Centers,Mason Recreation Center,10500,,,Mason,Ave,,,,,,,,"Chatsworth
CA 91311
(34.2612, -118.579)",CA,91311,http://www.laparks.org/dos/reccenter/facility/masonRC.htm,(818) 998-6377,12,34.261179,-118.579392
Recreation Centers,MacArthur Park Community Center,2230,,W,6th,St,,,,,,,,"Los Angeles
CA 90057
(34.0602, -118.277)",CA,90057,http://www.laparks.org/dos/reccenter/facility/macarthurParkRC.htm,(213) 368-0520,1,34.060233,-118.277016
Recreation Centers,Boyle Heights Sports Center,933,,S,Mott,St,,,,,,,,"Los Angeles
CA 90023
(34.0324, -118.214)",CA,90023,http://www.laparks.org/dos/reccenter/facility/boyleHeightsSC.htm,(323) 264-5136,14,34.03237744,-118.213784
