Lobbying Firm,Client Prefix,Client First Name,Client Middle,Client Last Name,Client Suffix,Report Quarter,Report Year,Project,Reference Number,Reference Number Type,Project Location,City Agencies Lobbied,Lobbying Firm Quarterly Report
Jeffer Mangels Butler & Mitchell LLP,,,,"Abbey Loo, Inc., Evan Levi, Mia Levi",,3,2013,Entitlement for elder care facility,,,17531-17545 Parthenia St.,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,Amalgamated Bank,,3,2013,Building permits ,,,6200 W. 98th Street,City Council (incl. Districts and Committees) | Building and Safety,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,"Asada, Inc.",,3,2013,Entitlements for Conditional Use Permit,,,523 Rose Avenue,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,Beverlywood Homes Association,,3,2013,Opposition to Century City Center project,,,1031 Constellation/1950 Avenue of the Stars,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,Bordan Shoe Company,,3,2013,Entitlements for Mulholland Parkway Specific Plan,,,16607 Mulholland Drive,"Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,Broad Beach Geologic Hazard Abatement District,,3,2013,Negotiate for acquisition of offshore sand,,,Dockweiler Beach,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,"Bulwer Drive, LLC/Midwest First Financial, Inc.",,3,2013,Street improvement with Public Works,,,8041-8045 Bulwer,"City Council (incl. Districts and Committees) | Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,Chabad of North Hollywood,,3,2013,Entitlements for new synagogue,,,13079 W. Chandler,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,Coalition to Save the Westside,,3,2013,Opposition to Century City Center project,,,1031 Constellation/1950 Avenue of the Stars,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,Decron Properties Corp.,,3,2013,Project entitlements,,,8601 Lincoln,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,Dorothy Meisel Trust,,3,2013,Demolition permit enforcement,,,1024 S. Grand Avenue,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,Steven,,Edelson,,3,2013,Appeal of permit revocation,,,3040 W. Sunset,"City Council (incl. Districts and Committees) | Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,"Encore Silverlake Investments, LLC",,3,2013,Building permits,,,2753 Waverly,"Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,Essex Property Trust,,3,2013,Entitlements for project ,,,Sunset Blvd.,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,"Forestar Real Estate Group, Inc.",,3,2013,Annexation tract map entitlements,,,12900 Browns Canyon Road,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,"Gary M. Safady and 9712 Oak Pass Road, LLC",,3,2013,Grading permits,,,972 Oak Pass Road,"City Council (incl. Districts and Committees) | Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,Gary,,Hecker,,3,2013,Parcel map and environmental appeal,,,1230 Beverly Estate Drive,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,HEI/GC Hollywood & Vine Condominiums LLC;Hollywood & Vine Residences Assn.,,3,2013,Opposition to Hollywood Millennium project,,,"Hollywood, CA","City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,"Injae, LLC; Int'l West, LLC",,3,2013,Land use entitlements,,,3933 7th St.,"Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,iPic Entertainment,,3,2013,Entitlement permits for theater,,,"10850 Wilshire Blvd., Westwood","City Council (incl. Districts and Committees) | Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,"iStar Financial, Inc.",,3,2013,Entitlement for Ponte Vista project,,,"Venice, CA","Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,Legado Companies,,3,2013,Entitlements for project,,,"138 Culver, Playa del Rey","City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,Byron Scott,,Minerd,,3,2013,Opposition to variance,,,143 Via Marina,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,"Miramar Home Owners Association, Inc.",,3,2013,Opposition to LADWP substation,,,Pacific Palisades,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,New West Charter School,,3,2013,Entitlements for charter school,,,1905 Armacost Avenue,"City Council (incl. Districts and Committees) | Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,One Hunded Towers,,3,2013,Opposition to Century City Center,,,1031 Constellation/1950 Avenue of the Stars,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,Mukesh,,Patel,,3,2013,Land use entitlements,,,7829 W. Veragua Drive,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,Said & Heidi,,Saffari,,3,2013,Land use entitlements,,,1470 Blueridge Drive,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,TNT Lodging LLC,,3,2013,Entitlements for hotel project,,,1841 N. Highland,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,"Tower Lane Properties, Inc.",,3,2013,Permits for new residence,,,"9933, 9937 and 9941 Tower Lane","City Council (incl. Districts and Committees) | Building and Safety | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Jeffer Mangels Butler & Mitchell LLP,,,,Wilcore Corp.,,3,2013,Entitlements for residence,,,9326 and 9330 Hazen Drive,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16504
Paul Hastings LLP,,,,Barlow Respiratory Hospital,,3,2013,Site entitlements,,,2000 Stadium Way,,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16511
Paul Hastings LLP,,,,Harvard-Westlake,,3,2013,Development Project,,,Harvard-Westlake,,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16511
Paul Hastings LLP,,,,Hanjin International Corporation ,,3,2013,Site entitlements,,,2000 Stadium Way,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16511
Paul Hastings LLP,,,,Townscape Partners,,3,2013,Case No CPC-2013-2551-CUB-ZV-DB-SPR,,,8150 Sunset Boulevard,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16511
Stefanie Langer,,,,"LBC Credit Management, L.P.",,4,2013,"Investment in LBC Credit Partners III, L.P.",,,,LA City Employees' Retirement System (LACERS),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16541
Ernst & Young LLP,,,,CBTL Franchising LLC,,4,2013,Los Angeles Business Tax,,,Los Angeles,"Finance, Office of",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16548
Ernst & Young LLP,,,,Omni Hotels Management Corporation,,4,2013,Los Angeles Business Tax,,,Los Angeles,"Finance, Office of",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16548
Morris and Swanson,,,,Altria Client Services Inc.,,4,2013,monitor any legislation and regulation that may affect corporations represented by Altria ,13-1201S1,APC,,,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16557
"Cox, Castle & Nicholson LLP",,,,iStar Financial Inc.,,4,2013,Ponte Vista,,,San Pedro,"Neighborhood Councils | Planning, City | Recreation & Parks",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16558
Gresham Savage Nolan & Tilden,,,,"JCDecaux Airport, Inc. ",,4,2013,Terminal Media Operator Concession Contract with Los Angeles World Airports,,,,"Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16567
Gresham Savage Nolan & Tilden,,,,Wal-Mart Real Estate Business Trust ,,4,2013,Zoning variances and other land use approvals,,,,"City Clerk | Fire (LAFD) | Planning, City | Police (LAPD) | Public Works, Street Services",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16567
"Englander, Knabe and Allen",,,,"Accela, Inc.",,4,2013,Build LA,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Building and Safety | Fire (LAFD) | Planning, City | Public Works, Board of | Public Works, Contract Administration | Public Works, Engineering | Public Works, Sanitation | Public Works, Street Lighting | Public Works, Street Services",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,"Active Networks, Inc.",,4,2013,Marketing,,,,,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,American Golf Corporation,,4,2013,Recs and parks,,,,,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,Art of Living Foundation USA,,4,2013,Casa de Rosas Property,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Housing and Community Investment",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,"Avaya, Inc.",,4,2013,Communications Network ,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,BNSF Railway Company,,4,2013,SCIG,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Harbor (Port of LA, POLA)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,CALTROP,,4,2013,Construction Management Services,,,,"Harbor (Port of LA, POLA)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,City of Ontario,,4,2013,Regional Airport Development,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,Clay Lacy Aviation,,4,2013,Van Nuys Airport Lease,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,Coalition to Save the Westside,,4,2013,Century City Development Project,,,,"Mayor, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,Coca Cola Bottling USA,,4,2013,Beverage Legislation,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,"Crews of California, Inc.",,4,2013,LAX Concessions,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,Dragados USA,,4,2013,Sanitation project with Dept. of Public Works,,,,"Mayor, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,Enterprise Rent-A-Car Company of Los Angeles,,4,2013,LAWA procurements,,,,"Mayor, Office of | City Attorney, Office of | Controller, Office of | City Council (incl. Districts and Committees) | Transportation (LADOT, DOT) | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,Envista Corporation,,4,2013,Right of way software,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Fire (LAFD) | Information Technology Agency (ITA) | Police (LAPD) | Public Works, Board of | Public Works, Contract Administration | Public Works, Engineering | Public Works, Sanitation | Public Works, Street Lighting | Transportation (LADOT, DOT) | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,Greater California Livery Association,,4,2013,LAX ground transportation program and policies,,,,"Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,Harbor Trucking Association,,4,2013,Transportation / Trucking,,,,"Harbor (Port of LA, POLA)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,IBM Corporation,,4,2013,LADWP ERP Project,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Chief Administrative Officer (CAO) | Chief Legislative Analyst (CLA) | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,"IMPEX Technologies, Inc.",,4,2013,Technology hardware sales and engineering,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX) | Information Technology Agency (ITA)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,JCDecaux North America,,4,2013,Airport Advertising,,,,"Mayor, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,"Lenyn Ltd, dba ICE Currency Services, USA",,4,2013,LAX Currency Exchange ,,,,"Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,"Lyft, Inc.",,4,2013,Ride Share Regulation (TNC),,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,"Motorola, Inc.",,4,2013,Public Safety,,,,"Mayor, Office of | City Council (incl. Districts and Committees)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,"National Strategies, LLC on behalf of CityScan",,4,2013,Code enforcement,,,,,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
"Englander, Knabe and Allen",,,,"Nederlander-Greek, Inc.",,4,2013,Greek Theatre,,,,City Council (incl. Districts and Committees) | Recreation & Parks,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=16585
