TAX PERIOD,NAICS,PRIMARY NAICS DESCRIPTION,LOCATION COUNT,TOTAL MEASURE
201000A,561900,"Other support services (including packaging & labeling services, & convention & trade show organizers)",171,$22360297.00
201100A,234110,Highway and Street Construction (1997 NAICS),35,$284382275.00
201100A,624310,Vocational rehabilitation services,65,$15059971.00
201100A,541700,Scientific research & development services,240,$30111580.00
200500A,621320,Offices of optometrists,104,$32653588.51
200800A,234910,"Water, Sewer, and Pipeline Construction (1997 NAICS)",97,$35071826.00
201100A,541100,Legal services,6625,$7935643072.01
200700A,445290,Home furnishings stores,746,$393173415.00
201400A,454112,Electronic auctions,23,$1037147.00
200500A,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",1271,$303631927.56
200800A,235510,Carpentry Contractors (1997 NAICS),491,$189882529.00
201300A,512200,Sound recording industries,1362,$337797031.95
201000A,621210,Offices of dentists,216,$41366927.00
201300A,812990,All other personal services,17462,$961636127.43
201200A,811190,Other automotive repair & maintenance (including oil change & lubrication shops & car washes),864,$121155127.00
201400A,485300,Taxi & limousine service,1925,$8751572.00
201400A,324100,Petroleum & coal products mfg.,21,$67196716.00
200700A,233210,Single Family Housing Construction (1997 NAICS),4865,$1138587607.30
201200A,531100,Lessors of real estate (including mini warehouses & self-storage units),36861,$12812625855.97
201400A,561600,Investigation & security services,1004,$425703622.32
201000A,484200,Specialized freight trucking (including household moving vans),114,$2128649.00
200600A,531210,Offices of real estate agents & brokers,1571,$1000925358.10
200900A,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",3043,$1136577320.33
201000A,454113,Mail-order houses,44,$15467399.00
201100A,541920,Photographic services,2412,$154929675.10
200600A,531390,Other activities related to real estate,284,$100615310.90
201300A,522200,Nondepository credit intermediation (including sales financing & consumer lending),515,$133453451.00
201400A,321000,Wood product mfg.,165,$22375198.00
200800A,448130,Children's & infants' clothing stores,172,$33261777.00
200600A,722410,Drinking places (alcoholic beverages),216,$54405048.00
201100A,335000,"Electrical equipment, appliance, & component mfg.",398,$99998881.00
201300A,523120,Securities brokers,161,$558678702.82
201400A,532230,Video tape & disc rental,271,$24183948.00
200500A,448310,Jewelry stores,576,$120594952.14
200600A,445290,Home furnishings stores,738,$373096790.00
200700A,423940,"Jewelry, watch, precious stone, & precious metals",1984,$1255435585.45
200900A,812190,Other personal care services (including diet & weight reducing centers),573,$31734323.50
200700A,561300,Employment services,6149,$1397848922.00
201100A,621330,Offices of mental health practitioners (except physicians),780,$57166177.61
200900A,311800,Bakeries & tortilla mfg.,418,$103052973.00
201000A,541800,Advertising & related services,1783,$1102574199.39
200900A,235210,Painting and Wall Covering Contractors (1997 NAICS),1886,$525032907.00
200900A,811490,Other personal &  household goods repair & maintenance,940,$32737684.00
201100A,813000,"Religious, grantmaking, civic, professional, & similar organizations",111,$8647717.00
201400A,532400,Commercial & industrial machinery & equipment rental & leasing,334,$695410050.80
200700A,531390,Other activities related to real estate,405,$117757739.43
201300A,811430,Footwear & leather goods repair,183,$7558834.00
201000A,541920,Photographic services,2186,$126176884.92
201100A,339900,Other miscellaneous mfg.,1713,$380269628.00
201000A,518210,"Data processing, hosting, & related services",584,$473057258.50
201200A,451211,Book stores,453,$133880063.85
201200A,812920,Photofinishing,141,$9550836.00
200700A,485300,Taxi & limousine service,326,$1118281.00
201100A,811190,Other automotive repair & maintenance (including oil change & lubrication shops & car washes),745,$88791896.00
200500A,532100,Automotive equipment rental & leasing,211,$474668230.75
201000A,423800,"Machinery, equipment, & supplies",822,$842315472.76
200800A,811410,Home & garden equipment & appliance repair & maintenance,204,$6967640.50
201200A,561440,Collection agencies,132,$54898963.00
201300A,812190,Other personal care services (including diet & weight reducing centers),943,$48368531.00
201000A,561110,Office administrative services,1385,$730646614.96
200600A,443130,Camera & photographic supplies stores,86,$21921455.00
200500A,441300,"Automotive parts, accessories, & tire stores",159,$75800765.24
201200A,811490,Other personal &  household goods repair & maintenance,1265,$47710756.09
200600A,522300,Activities related to credit intermediation (including loan brokers),465,$125449565.44
200800A,812113,Nail salons,1792,$59485086.00
200800A,423990,Other miscellaneous durable goods,1609,$645544506.00
201000A,813000,"Religious, grantmaking, civic, professional, & similar organizations",109,$3066214.00
201000A,453220,"Gift, novelty, & souvenir stores",1085,$149400698.03
200500A,323100,Printing & related support activities,622,$515319764.48
200700A,238340,Tile & terrazzo contractors,234,$48960763.00
201300A,441300,"Automotive parts, accessories, & tire stores",1136,$226391241.29
201000A,487000,Scenic & sightseeing transportation,136,$16769294.00
200700A,447100,Gasoline stations (including convenience stores with gas),473,$2239837095.00
201300A,532400,Commercial & industrial machinery & equipment rental & leasing,353,$665454368.12
201200A,451120,"Hobby, toy, & game stores",221,$93892030.00
200900A,531100,Lessors of real estate (including mini warehouses & self-storage units),33530,$10455531285.40
201100A,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",4312,$328123130.58
200800A,448110,Men's clothing stores,344,$87906127.00
200700A,561790,Other services to buildings & dwellings,914,$24315516.00
201000A,621510,Medical & diagnostic laboratories,386,$573936324.00
200600A,238110,Poured concrete foundation & structure contractors,133,$135456596.00
200600A,442200,Home furnishings stores,674,$690204296.00
201400A,211110,Oil & gas extraction,85,$221697535.00
201400A,235510,Carpentry Contractors (1997 NAICS),497,$160914407.00
201100A,812330,Linen & uniform supply,48,$85022622.00
200600A,443111,Household appliance stores,251,$211995542.12
201200A,445230,Fruit & vegetable markets,521,$1345940713.00
200900A,441210,Recreational vehicle dealers (including motor home & travel trailer dealers),8,$634314.00
200900A,424210,Drugs & druggists' sundries,227,$370825891.00
200800A,531320,Offices of real estate appraisers,109,$7594911.00
201300A,115210,Support activities for animal production (including farriers),303,$25481147.00
200800A,235930,Excavation Contractors (1997 NAICS),51,$73999207.00
201100A,311800,Bakeries & tortilla mfg.,507,$103523835.00
200500A,235520,Floor Laying and Other Floor Contractors (1997 NAICS),260,$55536319.38
200800A,511000,Publishing industries (except Internet),225,$173976013.00
200700A,488000,Support activities for transportation (including motor vehicle towing),800,$780131440.00
201300A,561900,"Other support services (including packaging & labeling services, & convention & trade show organizers)",269,$34429870.00
200700A,442200,Home furnishings stores,709,$694745935.00
200700A,322000,Paper mfg.,30,$12907613.00
201100A,334000,Computer & electronic product mfg.,1020,$453530548.42
200800A,441300,"Automotive parts, accessories, & tire stores",468,$140504947.00
200800A,623000,Nursing & residential care facilities,407,$484783938.50
201200A,511000,Publishing industries (except Internet),300,$185118361.00
201300A,337000,Furniture & related product mfg.,366,$138076275.00
200500A,423300,Lumber & other construction materials,283,$800272327.30
200800A,561900,"Other support services (including packaging & labeling services, & convention & trade show organizers)",111,$22663341.00
201400A,523110,Investment bankers & securities dealers,108,$240648301.66
201200A,561600,Investigation & security services,964,$392242073.89
201100A,812920,Photofinishing,135,$8607587.00
200900A,238290,Other building equipment contractors,270,$241137389.00
200600A,561110,Office administrative services,976,$382833442.55
200800A,513330,Telecommunications Resellers,6,$2059008.00
201000A,321000,Wood product mfg.,134,$11040516.00
200900A,711410,"Agents & managers for artists, athletes, entertainers, & other public figures",698,$168354497.66
200600A,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),666,$352786840.97
201300A,324100,Petroleum & coal products mfg.,22,$126828828.00
200900A,811420,Reupholstery & furniture repair,202,$23580619.60
201000A,441222,Boat dealers,40,$10310215.00
201400A,523210,Securities & commodity exchanges,19,$142641344.00
201100A,235210,Painting and Wall Covering Contractors (1997 NAICS),1903,$382668191.50
201300A,711100,Performing arts companies,617,$304256532.76
200800A,115310,Support activities for forestry,248,$36402023.00
201200A,722211,Limited-service eating places,1374,$451184839.71
200800A,336000,Transportation equipment mfg.,63,$80600721.00
200700A,519100,Other information services (including news syndicates and libraries),261,$56851617.00
200500A,233220,Multifamily Housing Construction (1997 NAICS),694,$699504103.73
200700A,812910,Pet care (except veterinary) services,154,$11724602.00
201000A,115310,Support activities for forestry,352,$47488757.77
200800A,541211,Offices of certified public accountants,412,$342676589.00
201400A,812910,Pet care (except veterinary) services,514,$41732691.00
200500A,451120,"Hobby, toy, & game stores",145,$87336691.00
200700A,561600,Investigation & security services,560,$320670362.55
200700A,453310,Used merchandise stores,233,$36374543.00
200600A,423800,"Machinery, equipment, & supplies",731,$929246385.82
201200A,448120,Women's clothing stores,571,$139284686.00
201400A,238110,Poured concrete foundation & structure contractors,243,$190998926.14
201300A,451130,"Sewing, needlework, & piece goods stores",82,$22110112.00
200900A,561500,Travel arrangement & reservation services,6838,$744804110.71
201300A,235610,"Roofing, Siding, and Sheet Metal Contractors (1997 NAICS)",572,$179582021.00
200900A,541310,Architectural services,1036,$632756740.62
200600A,722110,Full-service restaurants,5050,$3354502594.87
201200A,541510,Computer systems design & related services,2718,$688760463.62
201400A,512200,Sound recording industries,1296,$302550836.89
200500A,561420,Telephone call centers (including telephone answering services & telemarketing bureaus),38,$64757403.00
200900A,492000,Couriers & messengers,778,$17948437.00
200500A,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6277,$2339397140.94
201400A,541370,Surveying & mapping (except geophysical) services,53,$9590563.00
201200A,211110,Oil & gas extraction,77,$118175774.00
200700A,561710,Exterminating & pest control services,172,$57572932.00
201000A,445220,Fish & seafood markets,54,$44726742.00
201100A,448150,Clothing accessories stores,916,$241406989.36
200700A,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",6429,$2653396104.56
201400A,444190,Other building materials dealers,415,$1047936423.00
201300A,444200,Lawn & garden equipment & supplies stores,134,$39912749.00
201300A,811120,"Automotive body, paint, interior, & glass repair",613,$110338289.00
200700A,812330,Linen & uniform supply,29,$106782688.00
201000A,541940,Veterinary services,230,$213516757.00
201300A,541213,Tax preparation services,1326,$114799669.00
201300A,492000,Couriers & messengers,1385,$59784044.29
201100A,812310,Coin-operated laundries & drycleaners,583,$83714942.00
200600A,561420,Telephone call centers (including telephone answering services & telemarketing bureaus),63,$63458789.00
200700A,493100,Warehousing & storage (except leases of mini warehouses & self-storage units),714,$371503789.21
200900A,312000,Beverage & tobacco product mfg.,20,$558525.00
