Client Prefix,Client First Name,Client Middle Name,Client Last Name,Client Suffix,Lobbying Firm,Registration Year,Date Representation Began,Date Terminated,Date Registered,Client Street Address,Client Street Address 2,Client City,Client State,Client Zip,Client Zip+4,Client Area Code,Client Telephone,Client Telephone Ext,Client Email,Client Alt Area Code,Client Alt Telephone,Client Alt Telephone Ext,Client Fax Area Code,Client Fax Number,Client Website,City Agencies,Lobbying Firm Registration Form
,,,Forrest Lawn,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,6300 Forest Lawn Drive ,,Los Angeles,CA,90068,,323,254-3131,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,HMS Host,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,6600 Rockledge Dr,,Bethesda,MD,20817,,301,380-6343,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Hospital Association of Southern California,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,515 South Figueroa Street,Suite 1300,Los Angeles ,CA,90071,3300,213,538-0702,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,JC Decaux North America,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,"3 Park Avenue, 33 Floor",,New York,NY,10016,,646,834-1300,,,,,,646,834-1206,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,JMB Realty Corporation,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,10250 Constellation Boulevard,,Los Angeles,CA,90067,,310,551.0077,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Live Nation,,Ek & Ek,2014,04/01/2014,12/31/2014,04/21/2014,1800 N. Highland Avenue,2nd Floor,Hollywood,CA,90028,,323,769-4716,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Los Angeles Waterfront Alliance,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,461 W. Sixth Street,,San Pedro,CA,90731,,310,519-9500,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,MackUrban,,Ek & Ek,2014,03/15/2014,12/31/2014,04/21/2014,304 S Broadway,Suite 400,Los Angeles ,CA,90013,,213,437-0470,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Motion Picture Association of America,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,15301 Ventura Boulevard,,Sherman Oaks,CA,91403,,818,935-5838,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Multi State Associates on behalf of Community Financial Services of America,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,515 King Street,Suite 300,Alexandria,VA,22314,,703,684-1029,,,,,,703, 684-121,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,"NBCUniversal Media, LLC",,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,100 Universal City Plaza,,Universal City,CA,91608,,818,777-3335,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,NIKE GBU West,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,3505 Hayden Avenue,,Culver City,CA,90232,,310,736-3702,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,NJOY,,Ek & Ek,2014,01/01/2014,03/31/2014,01/28/2014,15211 North Kierland Boulevard,Suite 200,Scottsdale,AZ,85254,,480,397-2308,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Northrop Gruman Corporation,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,1840 Century Park East,,Los Angeles,CA,90067,,703,875-8400,,maryfrances.conley@ngc.com,909,225-2257,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Pacific Harbor Line,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,340 Water Street,,Wilmington,CA,90744,,310,834-4594,11,,,,,310,834-1342,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Pacific Maritime Association,,Ek & Ek,2014,04/21/2014,12/31/2014,04/21/2014,300 Oceangate ,#12,Long Beach,CA,90802,,562,495-7600,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Parking Concepts Inc,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,12 Machly Bldg 1,,Irvine,CA,92618,,949,753-7525,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Pick Your Part,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,1301 E. Orangewood,Suite 130,Anaheim,CA,92805,,714,385-1522,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Planet Aid,,Ek & Ek,2014,02/05/2014,12/31/2014,02/10/2014,800 Wilshire Boulevard,,Los Angeles,CA,90017,,213,688-9100,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Signature Flight Support,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,7240 Hayvenhurst Place,,Van Nuys,CA,91406,,818,464-9500,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Valero Inc,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,2402 E Anaheim Street,,Wilmington,CA,90744,,562,491-6699,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Walmart,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,11620 Wilshire Blvd Suiter 410,,Los Angeles,CA,90025,,310,4464800,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Warren E&P Inc.,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,301 E Ocean Blvd,Suite 1010,Long Beach,CA,90802,,562,590-0909,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Yellow Cab,,Ek & Ek,2014,01/01/2014,12/31/2014,01/28/2014,2129 West Rosecrans Ave,,Gardena,CA,90249,,310,965-5807,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3299
,,,Englander Knabe & Allen on Behalf of City of Ontario,,"Paul A. Haney and Associates, LLC",2014,01/01/2014,12/31/2014,01/28/2014,"801 S. Figueroa St., Suite 1050",,Los Angeles,CA,90017,,213,741-1500,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3303
,,,Englander Knabe & Allen on Behalf of Clay Lacy Aviation,,"Paul A. Haney and Associates, LLC",2014,01/01/2014,12/31/2014,01/28/2014,"801 S. Figueroa St., Suite 1050",,Los Angeles,CA,90017,,213,741-1500,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3303
,,,Englander Knabe & Allen on Behalf of Enterprise Rent-A-Car Co. of LA,,"Paul A. Haney and Associates, LLC",2014,02/01/2014,12/31/2014,04/26/2014,"801 S. Figueroa Street, Suite 1050",,Los Angeles,CA,90017,,213,741-1500,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3303
,,,Englander Knabe & Allen on Behalf of Greater California Livery Association,,"Paul A. Haney and Associates, LLC",2014,01/01/2014,12/31/2014,01/28/2014,"801 S. Figueroa St., Suite 1050",,Los Angeles,CA,90017,,213,741-1500,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3303
,,,"Englander Knabe & Allen on Behalf of Lenyn Ltd, dba ICE Currency Services USA",,"Paul A. Haney and Associates, LLC",2014,01/01/2014,12/31/2014,01/28/2014,"801 S. Figueroa St., Suite 1050 ",,Los Angeles,CA,90017,,213,741-1500,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3303
,,,"Englander Knabe & Allen on Behalf of Gavin de Becker & Associates, Inc.",,"Paul A. Haney and Associates, LLC",2014,07/01/2014,12/31/2014,07/24/2014,"801 S. Figueroa St., Suite 1050",,Los Angeles,CA,90017,,213,741-1500,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3303
,,,Unisys Corporation,,De Aztlan Group,2014,01/01/2014,12/31/2014,01/09/2014,11720 Plaza America ,,Reston,VA,20190,,703,4395193,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3313
,,,Paramount Construction,,Rick Taylor and Associates,2014,01/29/2014,12/31/2014,04/30/2014,6464 sunset Blvd,,Los Angeles,CA,90028,,323,464-7050,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3319
,,,Freeport-McMoran Oil & Gas,,Rick Taylor and Associates,2014,04/15/2014,12/31/2014,07/28/2014,"717 Texas Ave., Suite 2100",,Houston,Tx,77002,,713,579-6000,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3319
,,,"Passco Promenade S, LLC",,Allen Matkins Leck Gamble Mallory & Natsis LLP,2014,01/01/2014,12/31/2014,07/28/2014,96 Corporate Park,Suite 200,Irvine,CA,92606,,949,442-1000,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3286
,,,Riverstone Equity Partners LP,,Riverstone Equity Partners LP,2014,02/12/2014,12/31/2014,02/12/2014,712 Fifth Avenue,51st Floor,New York,NY,10019,,212,993-0076,,elizabeth@riverstonellc.com,212,993-0090,,212,993-0077,www.riverstonellc.com/,Fire (LAFD) | LA City Employees' Retirement System (LACERS),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3324
,,,"Allvision, LLC",,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,420 Lexington Avenue,,New York,NY,10170,,212,6617500,,jscharfberg@allvision.com,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,"APDSII, LLC",,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,"10250 CONSTELLATION BLVD, SUITE 1650",,LOS ANGELES,CA,90067,,310,551-0077,,,,,,310,551-0088,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,"Capri Urban Baldwin, LLC; Capri Urban Crenshaw, LLC",,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,"9841 Airport Boulevard, Suite 700",,Los Angeles,CA,90045,,310,665-9600,,r.schurgin@festivalcos.com,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,"Century City Realty, LLC",,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,"10250 Constellation Boulevard, #1650",,Los Angeles,CA,90067,,310,551-0077,,,,,,310,551-0088,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,Cha Hollywood Medical Center LP,,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,1300 North Vermont Ave.,,Los Angeles,CA,90027,,213,413-3000,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,"Constellation Place, LLC",,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,10250 CONSTELLATION BLVD.,,LOS ANGELES,CA,90067,,310,551-0077,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,"Garden Lane Properties, LLC",,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,"10250 Constellation Blvd., Suite 1650",,Los Angeles,CA,90067,,310,551,0072,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,Hearst Corporation,,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,"5 Third Street, Suite 200",,San Francisco,CA,94103,,415,777-8196,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,Northwood Investors LLC,,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,1925 Century Park East,,Los Angeles,CA,90067,,310,986-6800,,BThurman@northwoodinvestors.com,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,Public Storage,,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,701 Western Avenue,,Glendale,CA,91201,,818,244-8080,,jfitzpatrick@publicstorage.com,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,Riboli Family Wine Estates,,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,737 Lamar Street,,Los Angeles,CA,90031,,323,223-1401,,steve.riboli@sanantoniowinery.com,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,The Home Depot,,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,3800 West Chapman Avenue,,Orange,CA,92868,,714,940-3609,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,"YUMMY FOODS, LLC",,Park & Velayos,2014,01/01/2014,12/31/2014,02/10/2014,7119 SANTA MONICA BLVD.,,WEST HOLLYWOOD,CA,90046,,323,969-9245,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,"Playa Capital Company, LLC",,Park & Velayos,2014,04/01/2014,12/31/2014,07/29/2014,6500 Seabluff Drive,,Playa Vista,CA,90094,,310,448-4627,,psinclair@playavista.com,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3330
,,,Gateway to L.A. PBID,,"Kosmont & Associates, Inc. dba Kosmont Companies",2014,01/01/2014,12/31/2014,04/23/2014,"6151 W Century Blvd, Suite 121",,Los Angeles,CA,90045,,213,216-7328,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3352
,,,"Green Tech Coast, LLC",,"Kosmont & Associates, Inc. dba Kosmont Companies",2014,04/01/2014,12/31/2014,07/29/2014,1331 Seventh Avenue,,Hacienda Heights,CA,91745,,213,447-2269,,,,,,,,,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Chief Legislative Analyst (CLA) | Harbor (Port of LA, POLA)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3352
,,,Paul Hastings LLP,,"Kosmont & Associates, Inc. dba Kosmont Companies",2014,01/01/2014,12/31/2014,04/23/2014,"515 S. Flower Street, 25th Floor",,Los Angeles,CA,90071,,213,683-6000,,,,,,,,,"Mayor, Office of | City Council (incl. Districts and Committees) | Convention Center",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3352
,,,CBS Outdoor Inc.,,Kendall Brill  & Klieger LLP,2014,01/01/2014,12/31/2014,07/31/2014,1731 Workman St,,Los Angeles,CA,90031,,323,276-7309,,ryan.brooks@cbsoutdoor.com,,,,,,cbsoutdoor.com,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3353
,,,Fortress Capital Formation LLC,,Fortress Capital Formation LLC,2014,01/01/2014,12/31/2014,01/16/2014,1345 Avenue of the Americas,,New York,NY,10105,,212,798-6100,,Group_RegulatoryFilings@fortress.com,,,,,,www.fortress.com,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3354
,,,Target Corporation,,Hecht Solberg Robinson Goldberg & Bagley LLP,2014,07/10/2014,12/31/2014,08/04/2014,24500 Alicia Parkway,,Mission Viejo,CA,92691,,612,696-1244,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3356
,,,"940 Figueroa, LLC",,DLA Piper LLP (US),2014,01/01/2014,12/31/2014,02/10/2014,940 Figueroa Street,,Los Angeles,CA,90744,,213,330-7700,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3359
,,,Alpine Group LLC ,,DLA Piper LLP (US),2014,01/01/2014,12/31/2014,02/10/2014,500 West Pico Boulevard,,Los Angeles,CA,90015,,213,745-5191,,daniel@jadeent.com,,,,213,747-8225,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3359
,,,"Greenland US Consulting, Inc.",,DLA Piper LLP (US),2014,01/01/2014,12/31/2014,02/10/2014,"515 South Figueroa Street, Suite 1600",,Los Angeles,CA,90071,,213,362-9300,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3359
,,,Jade Enterprises,,DLA Piper LLP (US),2014,06/15/2014,12/31/2014,07/29/2014,500 West Pico Boulevard,,Los Angeles,CA,90015,,213,745-5191,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3359
,,,"Madison Holdings, Inc.",,DLA Piper LLP (US),2014,04/01/2014,12/31/2014,04/29/2014,"1411 4th Avenue, Suite 240",,Seattle,WA,98101,,206,438-3598,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3359
,,,Motion Picture & Television Fund,,DLA Piper LLP (US),2014,04/01/2014,12/31/2014,04/29/2014,23388 Mulholland Drive,,Woodland Hills,CA,91364,,818,876-1775,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3359
,,,Onyx East Apartments,,DLA Piper LLP (US),2014,01/01/2014,12/31/2014,02/10/2014,"888 South Figueroa Street, Suite 1900",,Los Angeles,CA,90017,,213,745-5191,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3359
,,,M. Inc. Holdings (Fraser Avenue) Ltd. ,,DLA Piper LLP (US),2014,07/01/2014,12/31/2014,08/07/2014,"856 Homer Street, Suite 500",,Vancouver,BC,V6B2W,,604,602-7700,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3359
,,,"Comvest Advisors, LLC",,"Comvest Advisors, LLC",2014,01/01/2014,12/31/2014,01/06/2014,"295 Madison Avenue, Suite 1700",,New York ,NY,10017,,916,442-2952,,tonya@olsonhagel.com,,,,,,,Fire and Police Pension | LA City Employees' Retirement System (LACERS) | Water & Power (DWP),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3360
,,,707 Wilshire Fee LLC,,Kuba & Assoc,2014,01/24/2014,12/31/2014,01/24/2014,707 Wilshire Blvd.,,Los Angeles,CA,90017,,213,6142300,,,,,,,,,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3379
,,,9930 Schumacher LLC,,Kuba & Assoc,2014,01/24/2014,12/31/2014,01/27/2014,2020 Cotner ,,Los Angeles,CA,90025,,310,447-2020,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3379
,,,American Florist Exchange,,Kuba & Assoc,2014,01/24/2014,12/31/2014,01/24/2014,766 S. Wall Street,,Los Angeles,CA,90014,,213,622-0796,,,,,,,,,"City Council (incl. Districts and Committees) | Police (LAPD) | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3379
,,,Cha Investment LLC,,Kuba & Assoc,2014,01/24/2014,12/31/2014,01/27/2014,608 New Hampshire Avenue,2nd Floor,Los Angeles,CA,90005,,213,5073535,,,,,,,,,"City Council (incl. Districts and Committees) | Neighborhood Councils | Planning, City | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3379
,,,Childrens Hospital Los Angeles,,Kuba & Assoc,2014,01/24/2014,12/31/2014,01/24/2014,4650 Sunset Blvd,,Los Angeles,CA,90027,0980,323,361-4508,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3379
,,,LA Fire Chief Officers Association,,Kuba & Assoc,2014,01/24/2014,12/31/2014,01/24/2014,P.O. Box 2287,,Los Angeles,CA,90053,2287,323,225-2276,,,,,,,,,City Council (incl. Districts and Committees) | Chief Administrative Officer (CAO) | Fire (LAFD),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3379
,,,LA General Services Police Officer's Association,,Kuba & Assoc,2014,01/24/2014,12/31/2014,01/24/2014,333 S. Grand Avenue,25th Floor,Los Angeles,CA,90071,,213,943 1375,,,,,,,,,"Controller, Office of | City Council (incl. Districts and Committees) | Chief Administrative Officer (CAO) | Police (LAPD)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3379
,,,Los Angeles County Disposal Association,,Kuba & Assoc,2014,01/24/2014,12/31/2014,01/24/2014,"5753-G Santa Ana Canyon Road, Suite 2000",,Anaheim Hills,CA,92807,,714,693-8812,,,,,,,,,"City Council (incl. Districts and Committees) | Public Works, Board of | Public Works, Sanitation",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3379
Mr.,Michael,,O'Brien,,Kuba & Assoc,2014,06/04/2014,12/31/2014,06/04/2014,249 Cliffwood Avenue,,Los Angeles,CA,90049,,310,9130911,,,,,,,,,"City Council (incl. Districts and Committees) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3379
Mr.,Hagop,,Sargisian,,Kuba & Assoc,2014,01/24/2014,12/31/2014,01/27/2014,2193 El Camino Real 335,,Tustin,CA,92782,2576,310,892,3533,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3379
,,,"Tower Lane Properties, Inc.",,Kuba & Assoc,2014,01/24/2014,12/31/2014,01/24/2014,c/o Greenberg Glusker ,,Los Angeles,CA,90067,,310,5533610,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3379
,,,United Food and Commerical Workers 770,,Kuba & Assoc,2014,01/24/2014,12/31/2014,01/24/2014,630 Shatto Place,,Los Angeles,CA,90005,,213,487-7070,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=3379
