Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
Art & Culture | Ville de Los Angeles,5,4,14.5,0,0%,60%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/31/2015) | City of Los Angeles",5,5,22.6,0,0%,0%
Billing Inquiries/Payment Arrangements | City of Los Angeles,5,5,44.67,1,100%,40%
Bridge Maintenance and Inspection | City of Los Angeles,5,4,33.67,1,100%,40%
Building and Safety Department Employment Verification | City of Los Angeles,5,5,21.33,3,66.67%,40%
Building and Safety Saturday Inspections | City of Los Angeles,5,4,41.6,0,0%,0%
Building Permit Information Correction - The City of Los Angeles,5,5,12,1,100%,80%
Bunker Hill/ Union Station/ Metrolink Shuttle - The City of Los Angeles,5,5,141,3,100%,60%
Bus Stop Regulation - The City of Los Angeles,5,4,114,0,0%,0%
Centenarian Recognition | City of Los Angeles,5,5,198,4,50%,60%
Child Safety Seat Assistance - Los Angeles Police Department - The City of Los Angeles,5,5,0,5,100%,100%
City of Los Angeles Information Helpline | City of Los Angeles,5,5,0,5,80%,100%
City Risk Management - The City of Los Angeles,5,5,515,2,50%,80%
City Telephone Directory for Sale - The City of Los Angeles,5,4,15.5,0,0%,20%
Citywide Services - Die Stadt Los Angeles,5,4,44.33,0,0%,40%
Commission on Community & Family Services | City of Los Angeles,5,5,41.5,0,0%,20%
Community Plan Land Use Maps | City of Los Angeles,5,5,21.67,0,0%,40%
Community Plans | City of Los Angeles,5,5,20.5,0,0%,60%
Community Redevelopment Agency | City of Los Angeles,5,5,539,1,0%,60%
Construction Permits and Inspections | City of Los Angeles,5,2,18.2,1,0%,0%
Contractor Insurance - The City of Los Angeles,5,5,20.75,0,0%,20%
Council District 10 | City of Los Angeles,5,5,38.33,2,50%,40%
Council District 5 | City of Los Angeles,5,4,54,0,0%,40%
Council District 6 - Nury Martinez | City of Los Angeles,5,5,5.67,2,50%,40%
Council District 7 | City of Los Angeles,5,4,285.25,0,0%,20%
Council District 9 | City of Los Angeles,5,4,131,1,0%,20%
Crime Statistics - LAPD | City of Los Angeles,5,5,53.5,0,0%,60%
DASH | City of Los Angeles,5,5,101.25,1,0%,20%
Debt Management | City of Los Angeles,5,4,847,3,33.33%,80%
Department of Cultural Affairs Croatian Cultural Center of Greater LA | City of Los Angeles,5,4,11.5,1,0%,20%
Department of Cultural Affairs Hollyhock House at Barnsdall Park | City of Los Angeles,5,5,0,3,66.67%,100%
Department of Cultural Affairs Marketing and Development Division - The City of Los Angeles,5,5,99.5,1,100%,60%
Department of Cultural Affairs Music LA Program | City of Los Angeles,5,5,57,4,100%,80%
Detective Bureau - LAPD - The City of Los Angeles,5,5,0,5,100%,100%
Dog Bites - The City of Los Angeles,5,5,350,3,100%,80%
Economic Development Committee Meeting - CANCELLED | City of Los Angeles,5,2,18.75,0,0%,20%
Election Information - The City of Los Angeles,5,5,177.5,0,0%,60%
Electrical or Fire Life Safety Questions | City of Los Angeles,5,4,115,3,33.33%,60%
Employment Verification for Past City Employees | City of Los Angeles,5,5,138,2,50%,60%
Energy Efficiency Solutions/Incentive Programs - The City of Los Angeles,5,5,26,2,50%,40%
Executive Employee Relations Committee 2014-10-14 | City of Los Angeles,5,3,38.4,0,0%,0%
Fee Title Information | City of Los Angeles,5,5,131,1,50%,60%
Fireworks - LAPD - The City of Los Angeles,5,4,167,4,75%,80%
Flood Zone and Insurance Information | City of Los Angeles,5,5,29.5,2,0%,60%
För besökare - Staden Los Angeles,5,4,26.33,0,0%,40%
General Information - The City of Los Angeles,5,5,136.33,0,0%,40%
General Services | City of Los Angeles,5,5,203.5,0,0%,60%
General Time Frame for Plan Check/Review | City of Los Angeles,5,4,52,2,100%,40%
Grant Will Support Coca-Cola's Troops for Fitness Program in Los Angeles - Media Advisory | City of Los Angeles,5,5,0,5,100%,100%
Greek Theatre | City of Los Angeles,5,5,329.5,2,50%,20%
Historic Preservation Overlays - The City of Los Angeles,5,4,16.33,2,50%,40%
Hjem | City of Los Angeles,5,3,52,3,33.33%,60%
Hollywood Hills West NC Plum Committee Regukar Meeting Agenda 01-14-15 6PM | City of Los Angeles,5,4,7,0,0%,20%
Housing Opportunities for Persons with HIV/AIDS (HOPWA) | City of Los Angeles,5,5,39.5,2,50%,60%
Income Tax Credit for Low-to-Moderate Income Workers - The City of Los Angeles,5,4,78.25,1,100%,20%
Industrial Wastewater Pretreatment Program | City of Los Angeles,5,5,0,3,100%,100%
Information about Roadwork in Progress | City of Los Angeles,5,4,148.33,1,0%,40%
Innovation and Performance Commission | City of Los Angeles,5,4,75,1,0%,80%
Inspector Complaints | City of Los Angeles,5,4,41.5,3,66.67%,60%
"International Trade Development, Shipping and Maritime Services | City of Los Angeles",5,5,180,5,60%,80%
Junior Golf Programs | City of Los Angeles,5,4,17.75,1,0%,20%
LADWP Central Operator - The City of Los Angeles,5,5,49,4,75%,60%
Látogatói | City of Los Angeles,5,3,20.4,0,0%,0%
LAX Substation - LAPD - The City of Los Angeles,5,5,5,5,80%,80%
Los Angeles Harbor Department Historical Archives | City of Los Angeles,5,5,73,0,0%,60%
"Los Angeles Homeless Services Authority, Personnel | City of Los Angeles",5,5,9.75,1,100%,20%
Los Angeles Police Protective League | City of Los Angeles,5,4,95.5,3,66.67%,60%
Lot Cleaning - The City of Los Angeles,5,5,120.75,1,100%,20%
Medi-Cal Enrollment | City of Los Angeles,5,5,27.75,1,100%,20%
Media Relations & Community Affairs Group - LAPD - The City of Los Angeles,5,4,29,4,75%,80%
Mid City_BUDGET COMMITTEE MEETING AGENDA_Monday 01.26.15 700PM | City of Los Angeles,5,3,17.75,0,0%,20%
No-Drugs-Down-the-Drain Outreach | City of Los Angeles,5,4,203,0,0%,80%
Northridge East NC_Agenda _Wednesday 01.21.15 700PM | City of Los Angeles,5,4,50,2,50%,60%
Office of Operations - LAPD - The City of Los Angeles,5,5,16,5,80%,80%
Office of the City Administrative Officer Comments and Complaints - The City of Los Angeles,5,5,338.67,2,100%,40%
Operations Valley Bureau - LAPD | City of Los Angeles,5,5,49,5,60%,60%
P.I.C.O. NC Meeting Agenda 01-26-15 7PM | City of Los Angeles,5,4,29.6,1,0%,0%
Pacoima NC Executive Meeting Agenda 01-16-15 530PM | City of Los Angeles,5,3,17,1,100%,20%
Park Film Office | City of Los Angeles,5,5,13,3,100%,60%
"Parques, jardines, y Playas | Ciudad de Los Ángeles",5,4,42.75,0,0%,20%
"Parques, jardins, e Praias | Cidade de Los Angeles",5,4,22,1,0%,60%
Passenger Business Center -- LAX - The City of Los Angeles,5,4,25.67,3,33.33%,40%
Pedestrian Advisory Committee | City of Los Angeles,5,3,21.75,0,0%,20%
Pension Benefit Information - The City of Los Angeles,5,5,84.75,1,0%,20%
Procedures for obtaining new streetlights | City of Los Angeles,5,4,66.67,1,0%,40%
Property Boundary Map Photocopy Service | City of Los Angeles,5,5,59.5,2,50%,60%
"Public Works Invoices (Work Orders, B-Permits, Other Billings) - The City of Los Angeles",5,5,104,1,100%,40%
Pumpkin and Christmas Tree Lots Permits | City of Los Angeles,5,4,94,4,75%,80%
PW/Department-wide Training | City of Los Angeles,5,5,17,0,0%,20%
Recreation and Parks Planning & Development - The City of Los Angeles,5,4,331.75,1,0%,20%
Recreation&Parks Senior Citizen Nutrition Program - The City of Los Angeles,5,3,20.5,0,0%,20%
Recycling Market Development Zone (RMDZ) | City of Los Angeles,5,5,55,3,25%,40%
Register for Recreational Activities and Facilities | City of Los Angeles,5,5,180.33,0,0%,40%
Register to Vote – Online! | City of Los Angeles,5,3,335.25,1,0%,20%
Report a Brush Hazard - The City of Los Angeles,5,4,59.5,3,100%,60%
Requirements for Permit Application Submittal - The City of Los Angeles,5,4,0.5,4,50%,60%
Requirements for Permit Application Submittal | City of Los Angeles,5,4,374.33,2,0%,40%
Right-of-Way Investigations - The City of Los Angeles,5,5,6,4,100%,80%
"Rules, Elections & InterGovernmental Relations Committee & City Ethics Commission, SPECIAL MEETING | City of Los Angeles",5,3,9.6,0,0%,0%
Sear,5,5,169,0,0%,0%
Search |,5,5,18,0,0%,0%
Senior Emergency Information Packet - The City of Los Angeles,5,4,1372,3,66.67%,80%
Sign Ordinance Revision | City of Los Angeles,5,4,31.25,0,0%,20%
Sign-Offs of Conditions of Approval - The City of Los Angeles,5,5,572.67,4,50%,40%
Special Operations Division - LAPD | City of Los Angeles,5,5,0,5,100%,100%
Status of Tentative Parcel Maps - The City of Los Angeles,5,5,1493,4,100%,80%
Supervisor (Part Time) | City of Los Angeles,5,4,140.67,0,0%,40%
Terminating City Employment - The City of Los Angeles,5,5,60.5,0,0%,60%
Tobacco Retailer's Permit Renewal Information - The City of Los Angeles,5,5,93.75,2,50%,20%
Transport und Parken | Stadt Los Angeles,5,3,36.2,0,0%,0%
Travel Town Museum - The City of Los Angeles,5,5,116,3,100%,80%
Trees for a Green LA Program - The City of Los Angeles,5,5,85.5,5,60%,60%
Underground Storage Tanks - Enforcement - The City of Los Angeles,5,5,17.25,1,100%,20%
Victim-Witness Assistance Program - The City of Los Angeles,5,5,0,4,100%,100%
Watercourse Permit - W Permit | City of Los Angeles,5,4,58.5,3,66.67%,60%
West Adams NC Outreach Committee Meeting Agenda 01-16-15 2PM | City of Los Angeles,5,3,36.67,1,100%,40%
West Hills Neighborhood Council_JOINT OPERATIONS COMMITTEEBOARD AGENDA_Thurs. 01.55.15 700 PM | City of Los Angeles,5,5,34.33,1,100%,40%
Zoo Guided Tours - The City of Los Angeles,5,5,17,2,100%,80%
A City of Los Angeles,4,4,0,4,100%,100%
Affordable Housing | City of Los Angeles,4,3,28.5,0,0%,0%
AMENDED - Claims Board Agenda | City of Los Angeles,4,2,8.75,0,0%,0%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/14/2015) | City of Los Angeles",4,3,10,0,0%,50%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/15/2015) | City of Los Angeles",4,4,33,2,100%,50%
Bicycle Advisory Committee Agenda 1-13-2015 | City of Los Angeles,4,2,67.75,0,0%,0%
Bicycle Parking - The City of Los Angeles,4,3,20.5,0,0%,50%
Biosolids Environmental Management System (EMS) | City of Los Angeles,4,4,72,3,33.33%,75%
"Board of Civil Service Commission Agenda Nov. 27, 2014 (Cancelled) | City of Los Angeles",4,2,17.75,0,0%,0%
Board of Public Works | City of Los Angeles,4,4,16,1,0%,0%
"Board of Public Works Agendas, Minutes - The City of Los Angeles",4,2,6,0,0%,25%
Breeding Animals | City of Los Angeles,4,4,389,2,100%,75%
Business Customer Service Requests - The City of Los Angeles,4,3,376,3,66.67%,75%
Business Improvement District (BID) Program - The City of Los Angeles,4,4,0,4,100%,100%
Business Inclusion Program - The City of Los Angeles,4,4,4,3,100%,75%
Call Center - The City of Los Angeles,4,3,85.67,1,0%,25%
Call Center | City of Los Angeles,4,4,19,1,0%,0%
Canceled: Proposition O Citizens Oversight Advisory Committee | City of Los Angeles,4,3,22,0,0%,25%
Central Hollywood NC Planning and Land Use Management (PLUM) Agenda 01-12-15 6PM | City of Los Angeles,4,2,60.67,1,0%,25%
Charter Bus Program - The City of Los Angeles,4,4,308,2,50%,50%
City Attorney | City of Los Angeles,4,3,463.5,0,0%,50%
City of Los Angeles Employee Relations Board Agenda for 01-26-2015 | City of Los Angeles,4,3,46,1,0%,50%
City of Los Angeles Information Helpline - The City of Los Angeles,4,3,25,2,100%,50%
City of Los Angeles Program Year 41 Consolidated Action Plan Community Meetings February 2015 | City of Los Angeles,4,4,334.5,0,0%,0%
Claims Board - CANCELED | City of Los Angeles,4,2,6.25,0,0%,0%
Code Studies - The City of Los Angeles,4,4,0,2,100%,100%
Comments & Feedback Regarding HCIDLA - The City of Los Angeles,4,3,384.5,1,0%,50%
Commercial Filming and Special Events at El Pueblo - The City of Los Angeles,4,4,49.5,0,0%,50%
Commission Investigation Division - LAPD - The City of Los Angeles,4,4,103,1,100%,75%
Commission On Disability - The City of Los Angeles,4,4,494,3,66.67%,75%
Community and Program Services for Seniors and Family Caregivers | City of Los Angeles,4,3,30.5,0,0%,50%
Community Dining Centers - The City of Los Angeles,4,4,115,0,0%,25%
Community Emergency Response Team (CERT) Training Program | City of Los Angeles,4,4,343,3,66.67%,75%
Contracts - The City of Los Angeles,4,4,40.33,1,0%,25%
"Controller, Office of the City | City of Los Angeles",4,4,0,0,0%,100%
Council and Committee Agendas - Subscribe to Notifications - The City of Los Angeles,4,4,42,1,100%,25%
Council and Committee Information | City of Los Angeles,4,4,38.33,0,0%,25%
Council/Committee Agenda E-Packets | City of Los Angeles,4,4,88,2,50%,75%
Covered California Enrollment | City of Los Angeles,4,3,11.5,1,100%,50%
Current Elected Officials | City of Los Angeles,4,4,25.25,0,0%,0%
De stad Los Angeles,4,3,64,3,33.33%,50%
Debt and Administration Division | City of Los Angeles,4,3,10.5,0,0%,50%
Del rey NC Outreach Committee Meeting Agenda 01-21-15 630PM | City of Los Angeles,4,2,235,1,0%,50%
Department of Cultural Affairs Annual Festival Guide - The City of Los Angeles,4,3,65.67,0,0%,25%
Department of Cultural Affairs Theaters | City of Los Angeles,4,4,45,1,0%,25%
Department of General Services Employment Verification | City of Los Angeles,4,3,108.67,0,0%,25%
Discrimination & unfair working conditions | City of Los Angeles,4,3,36,1,100%,50%
Dla turystów - The City of Los Angeles,4,2,15,0,0%,25%
Doing Business with Housing Authority (HACLA) | City of Los Angeles,4,4,28,1,100%,75%
Elected Office Candidate Information - The City of Los Angeles,4,3,12,1,0%,25%
Employee Relations Group - LAPD - The City of Los Angeles,4,3,16,2,50%,50%
Employment Verification | City of Los Angeles,4,4,12.5,1,0%,0%
Empowerment Congress North Area NDC Policy Committee Meeting Agenda 1-20-15 630PM | City of Los Angeles,4,2,16.75,0,0%,0%
Enforcement of Contractor Responsibility Ordinance (CRO) | City of Los Angeles,4,3,118,3,33.33%,75%
Enforcement of Living Wage Ordinance (LWO) - The City of Los Angeles,4,4,27,1,100%,50%
Facilities Management Division - LAPD - The City of Los Angeles,4,4,0,3,100%,100%
"February 04, 2015 - Commission Task Force on Concessions Agenda | City of Los Angeles",4,2,28.25,0,0%,0%
Fire & Police Pensions Employee Verification - The City of Los Angeles,4,4,0,1,100%,100%
Fire Dept. Photo/Video Section - The City of Los Angeles,4,3,115.67,0,0%,25%
Fire Dept. Photo/Video Section | City of Los Angeles,4,2,43.5,1,0%,0%
Fire Prevention Bureau - Legal Liaison Unit | City of Los Angeles,4,4,306.5,2,0%,0%
Florence Nightingale Statue Unveiling - Media Advisory | City of Los Angeles,4,3,21,3,33.33%,50%
Fort MacArthur Military Museum - The City of Los Angeles,4,4,24.5,1,100%,50%
General Information | City of Los Angeles,4,4,417,0,0%,25%
GIS Statistical Data Department of City Planning | City of Los Angeles,4,4,22,0,0%,75%
Gobierno de la Ciudad | Ciudad de Los Ángeles,4,3,32.75,0,0%,0%
Graffiti and Illegal Dumping Reward Program Applications - LAPD - The City of Los Angeles,4,4,23,1,100%,25%
Green Business Assistance | City of Los Angeles,4,4,51.25,0,0%,0%
Help An Adult Learn To Read | City of Los Angeles,4,4,51,1,100%,50%
Historic Preservation Overlays | City of Los Angeles,4,3,116.75,0,0%,0%
Hollywood Hills West NC Plum Committee Regular Meeting Agenda 01-14-15 6PM | City of Los Angeles,4,3,21.67,1,100%,25%
HOLLYWOOD HILLS WEST NC_EXECUTIVE COMMITTEE MEETING AGENDA_01.21.15 1230 PM | City of Los Angeles,4,2,51,0,0%,25%
HOLLYWOOD HILLS WEST NEIGHBORHOOD COUNCIL_BOARD MEETING AGENDA_01.21.15 630 pm | City of Los Angeles,4,4,80.67,0,0%,25%
Hollywood Studio District Special Agenda Joint PLUM Committee and HSDNC Board Meeting 01-17-15 930AM | City of Los Angeles,4,3,37,2,100%,75%
Home | Stad van Los Angeles,4,2,20.75,2,0%,0%
Horticulture Gardens - The City of Los Angeles,4,4,86,1,100%,50%
Hotel/Motel Courtesy Shuttles - ONT - The City of Los Angeles,4,4,1390,1,100%,75%
Housing Enforcement - The City of Los Angeles,4,4,47,1,100%,75%
Human Resource Specialist | City of Los Angeles,4,4,31.75,1,0%,0%
Income Tax Credit for Low-to-Moderate Income Workers | City of Los Angeles,4,4,114.67,1,100%,25%
Industrial and Commercial Unit - Permits | City of Los Angeles,4,4,32,2,100%,75%
Industrial Wastewater Discharge Records - The City of Los Angeles,4,3,24.67,1,100%,25%
Information and Referral Center for People with Disabilities - The City of Los Angeles,4,3,129,1,0%,25%
"Innovation, Technology and General Services Committee Meeting - CANCELLED | City of Los Angeles",4,3,7,0,0%,25%
Inspection of Heating/Refrigeration | City of Los Angeles,4,4,768,4,25%,50%
Internal Audits & Inspections Division - LAPD | City of Los Angeles,4,4,89,3,100%,75%
Investor Relations - The City of Los Angeles,4,3,109.33,0,0%,25%
Italian American Museum of Los Angeles (Opening in 2014) | City of Los Angeles,4,3,1074,3,0%,75%
LA Homeless Services Request for Proposals | City of Los Angeles,4,4,257.5,1,100%,50%
LA- 32 NC Arts and Culrue Committee Special Meeting 01-16-15 7PM | City of Los Angeles,4,2,50.33,0,0%,25%
LAHSA General Information | City of Los Angeles,4,3,331.25,0,0%,0%
Lake Balboa NC Special Joint Meeting of the Outreach Committee and Governing Board Agenda 01-16-15 7 | City of Los Angeles,4,2,82.33,1,0%,25%
LEGO Club | City of Los Angeles,4,3,4,3,66.67%,75%
Lieux d'événements | Ville de Los Angeles,4,3,24.5,0,0%,0%
Look at Me! | City of Los Angeles,4,4,27.33,1,100%,25%
Los Angeles Fire Department Historical Society - The City of Los Angeles,4,3,28.33,1,0%,25%
Los Angeles Marathon | City of Los Angeles,4,3,15.5,1,0%,50%
Los Angeles Maritime Museum - The City of Los Angeles,4,4,14,0,0%,0%
Los Angeles Maritime Museum | City of Los Angeles,4,4,75.67,1,100%,25%
Marty Tregnan Golf Academy | City of Los Angeles,4,3,459,3,66.67%,75%
Mechanical Code Desk | City of Los Angeles,4,4,103.75,1,0%,0%
Medical Services | City of Los Angeles,4,4,59,1,100%,50%
Million Trees Initiative - The City of Los Angeles,4,4,0,3,100%,100%
Mission Area - LAPD | City of Los Angeles,4,4,0,4,100%,100%
Multi Family Bulky Item Fee | City of Los Angeles,4,4,404,1,100%,75%
North Hills West NC General Board Meeting Agenda 01-14-15 6PM | City of Los Angeles,4,3,31,2,0%,50%
North Valley Area Planning Commission Agenda | City of Los Angeles,4,3,26.5,1,100%,50%
Office of the City Administrative Officer Comments and Complaints | City of Los Angeles,4,4,40,1,100%,75%
Online Map of Terminals and Parking - ONT | City of Los Angeles,4,4,451,1,100%,25%
Operations South Bureau - LAPD | City of Los Angeles,4,3,57,3,33.33%,75%
Orcutt Ranch | City of Los Angeles,4,3,34,2,50%,50%
Palm Fronds from City Trees - The City of Los Angeles,4,3,242,2,50%,50%
Para Residentes - La ciudad de Los Ángeles,4,3,9.33,0,0%,25%
