Case Number,LADBS Inspection District,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,GIS Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Response Days,Status of Case,Latitude/Longitude
484758,3102,11163,,N,TELFAIR,AVE,,91331,11/16/2012,,210B153   486,GENERAL,North Valley,,O,"(34.27267, -118.43542)"
452899,3105,12657,,N,TELFAIR,AVE,,91342,03/02/2012,,219B145   101,GENERAL,North Valley,,O,"(34.30006, -118.46762)"
480930,3105,13001,,N,TELFAIR,AVE,,91342,10/03/2012,,222B141   142,GENERAL,North Valley,,O,"(34.30597, -118.47524)"
426135,2300,1100,,W,TEMPLE,ST,,90012,08/10/2011,,135A211   250,VEIP,Central,,O,"(34.06328, -118.25159)"
483970,2124,5427,,E,TEMPLETON,ST,,90032,11/10/2012,,142-5A237  40,GENERAL,East Los Angeles,,O,"(34.08592, -118.16459)"
498587,2102,10418,,W,TENNESSEE,AVE,,90064,04/30/2013,,129B157   940,GENERAL,West Los Angeles,,O,"(34.04805, -118.41949)"
427889,2121,737,,S,TERMINAL,ST,,90021,09/07/2011,,124-5A215  30,GENERAL,Central,,O,"(34.03532, -118.24031)"
579132,3102,11668,,W,TERRA BELLA,ST,,91342,04/17/2014,,213B169   457,GENERAL,North Valley,,O,"(34.28143, -118.38638)"
645418,3102,11706,,W,TERRA BELLA,ST,,91342,07/24/2014,,213B169   517,GENERAL,North Valley,,O,"(34.28067, -118.38743)"
406225,3102,13172,,W,TERRA BELLA,ST,,91331,02/14/2011,,204B157   475,GENERAL,North Valley,,O,"(34.25701, -118.41988)"
489830,3123,13607,,W,TERRA BELLA,ST,,91331,01/28/2013,,201B157   127,GENERAL,North Valley,,O,"(34.25036, -118.42955)"
649414,3123,14103, ,W,TERRA BELLA,ST, ,91331,07/30/2014,,198B153    67,GENERAL,North Valley,,O,
517097,2131,930,,N,TERRACE 49,,,90042,10/09/2013,,153A223    38,GENERAL,East Los Angeles,,O,"(34.11506, -118.21239)"
510568,2131,934,,N,TERRACE 49,,,90042,08/23/2013,,153A223    30,GENERAL,East Los Angeles,,O,"(34.11518, -118.21263)"
565624,2131,3550,,N,THE PASEO,,,90065,03/26/2014,02/21/2015,153A217   403,GENERAL,East Los Angeles,332,O,"(34.11191, -118.23079)"
419547,1101,2200,,N,THE TERRACE,,,90049,05/25/2011,,150B137    14,GENERAL,West Los Angeles,,O,"(34.10736, -118.49034)"
613340,2124,3342,,N,THELMA,AVE,,90032,06/13/2014,,142-5A233 218,GENERAL,East Los Angeles,,O,"(34.08486, -118.17898)"
481037,2131,2115,1/2,N,THOMAS,ST,,90031,10/03/2012,,136-5A225  79,GENERAL,East Los Angeles,,O,"(34.06963, -118.20525)"
435294,1200,5245,,W,THORNBURN,ST,,90045,12/07/2011,,099B173   144,CITATIONS,West Los Angeles,,O,"(33.96958, -118.37142)"
412437,2131,2647,1/2,E,THORPE,AVE,,90065,04/08/2011,,145-5A219 323,GENERAL,East Los Angeles,,O,"(34.09191, -118.22636)"
556385,2131,3416,,E,THORPE,AVE,,90065,03/11/2014,,145-5A219 162,GENERAL,East Los Angeles,,O,"(34.09351, -118.22229)"
476917,3124,11255,,W,TIARA,ST,,91601,08/21/2012,,177B173  1255,GENERAL,South Valley,,O,"(34.17861, -118.37653)"
524489,4105,11325,,W,TIARA,ST,,91601,12/03/2013,,177B173  1248,CNAP,South Valley,,O,"(34.1786, -118.37769)"
554330,4105,11441, ,W,TIARA,ST, ,91601,03/04/2014,,177B169   888,CNAP,South Valley,,O,
524198,3124,12018,,W,TIARA,ST,,91607,11/22/2013,,177B165   937,GENERAL,South Valley,,O,"(34.17824, -118.39512)"
502635,3122,12319,,W,TIARA,ST,,91607,06/19/2013,,177B165   818,GENERAL,South Valley,,O,"(34.17846, -118.4015)"
503132,2102,14233,,W,TIARA,ST,,91401,06/26/2013,,177B153   939,GENERAL,South Valley,,O,"(34.17858, -118.44327)"
523200,1101,1026,,N,TIGERTAIL,ROAD,,90049,11/18/2013,,138B137    17,GENERAL,West Los Angeles,,O,"(34.07793, -118.48537)"
410171,3107,8026,,N,TILDEN,AVE,,91402,03/16/2011,,189B149   208,GENERAL,North Valley,,O,"(34.21701, -118.44722)"
433597,3107,8156,,N,TILDEN,AVE,,91402,11/22/2011,,192B149   532,GENERAL,North Valley,,O,"(34.21951, -118.44722)"
545808,2123,801,,N,TIPTON,TER,,90042,02/14/2014,,159A229   594,GENERAL,East Los Angeles,,O,"(34.1286, -118.19197)"
457287,2123,5800,,E,TIPTON,WAY,,90042,03/28/2012,,159A229   264,GENERAL,East Los Angeles,,O,"(34.12937, -118.19205)"
649413,2123,5922,,E,TIPTON,WAY,,90042,07/30/2014,,159A229   225,GENERAL,East Los Angeles,,O,"(34.12971, -118.19032)"
518215,2123,6246,,E,TIPTON,WAY,,90042,10/17/2013,,159A231   128,GENERAL,East Los Angeles,,O,"(34.13086, -118.1846)"
404303,2132,1454,,S,TOBERMAN,ST,,90015,01/18/2011,,126A203    50,GENERAL,Central,,O,"(34.04103, -118.27774)"
480116,2132,2310,,S,TOBERMAN,ST,,90007,09/26/2012,,124-5A201 370,GENERAL,South Los Angeles,,O,
586138,2102,4506,,N,TOBIAS,AVE,,91403,05/07/2014,,168A151   254,GENERAL,South Valley,,O,"(34.15327, -118.45185)"
595790,3107,6715,,N,TOBIAS,AVE,,91405,05/20/2014,03/05/2015,180B149   176,GENERAL,South Valley,289,O,"(34.1926, -118.45222)"
494012,4102,9147,,N,TOBIAS,AVE,,91402,03/12/2013,,198B149   468,PACE,North Valley,,O,"(34.23692, -118.4518)"
638613,4102,9147,,N,TOBIAS,AVE,,91402,07/16/2014,,198B149   468,CNAP,North Valley,,O,"(34.23692, -118.4518)"
503773,2131,4209,,N,TOLAND,WAY,,90065,06/28/2013,,156A219   211,GENERAL,East Los Angeles,,O,"(34.12083, -118.22355)"
643831,2102,10060,,W,TOLUCA LAKE,AVE,,91602,07/22/2014,,165B181   361,GENERAL,South Valley,,O,"(34.14839, -118.34944)"
490761,2123,1546,,N,TONAWANDA,AVE,,90041,02/11/2013,,157-5A221 241,GENERAL,East Los Angeles,,O,"(34.12485, -118.21664)"
490292,3123,13120,,W,TONOPAH,ST,,91331,02/05/2013,,195B161   650,GENERAL,North Valley,,O,"(34.22828, -118.41796)"
596032,3113,5054,,N,TOPANGA CANYON,BLVD,,91364,05/22/2014,,171B101  1175,GENERAL,South Valley,,O,"(34.16084, -118.60558)"
485564,3142,9950,,N,TOPANGA CANYON,BLVD,,91311,11/28/2012,,201B101    16,GENERAL,North Valley,,O,"(34.25145, -118.6058)"
524199,3113,5934,,N,TOPEKA,DR,,91356,11/22/2013,,177B121   738,GENERAL,South Valley,,O,"(34.17818, -118.54601)"
490452,3113,5961,,N,TOPEKA,DR,,91356,02/21/2013,,177B121   667,GENERAL,South Valley,,O,"(34.179, -118.54628)"
488000,3113,5970,,N,TOPEKA,DR,,91356,01/03/2013,,177B121   658,GENERAL,South Valley,,O,"(34.17904, -118.54601)"
597362,3142,10020,,N,TOPEKA,DR,,91324,05/27/2014,,204B121   529,GENERAL,North Valley,,O,"(34.25259, -118.54575)"
493856,3113,19326,,W,TOPHAM,ST,,91356,03/11/2013,,177B117   521,GENERAL,South Valley,,O,"(34.18121, -118.55444)"
483216,1124,5127,,S,TOWNE,AVE,,90011,11/02/2012,,108B205    82,GENERAL,South Los Angeles,,O,"(33.99573, -118.26753)"
411827,2303,5865,,S,TOWNE,AVE,,90003,04/05/2011,,108B205  1273,VEIP,South Los Angeles,,O,"(33.98804, -118.26761)"
426506,1140,11424,,S,TOWNE,AVE,,90061,08/15/2011,,087A207   368,GENERAL,South Los Angeles,,O,"(33.93026, -118.2663)"
442247,2123,5213,,N,TOWNSEND,AVE,,90041,01/18/2012,,163-5A225 205,GENERAL,East Los Angeles,,O,"(34.14189, -118.20122)"
483720,2123,5282,,N,TOWNSEND,AVE,,90041,11/08/2012,,163-5A227  58,GENERAL,East Los Angeles,,O,"(34.14384, -118.2011)"
488780,2121,837,,E,TRACTION,AVE,,90013,01/10/2013,,127-5A215  81,GENERAL,Central,,O,"(34.04476, -118.2347)"
597363,2103,3732,,W,TRACY,ST,,90027,05/27/2014,,150B201  1205,GENERAL,Central,,O,"(34.10468, -118.2743)"
507541,1101,17526,,W,TRAMONTO,DR,,90272,07/30/2013,,126B117   481,GENERAL,West Los Angeles,,O,"(34.04113, -118.55838)"
571496,1101,17538,,W,TRAMONTO,DR,,90272,04/08/2014,,126B117   438,GENERAL,West Los Angeles,,O,"(34.04131, -118.55853)"
495892,3124,7237,,W,TRANQUIL,DR,,91042,04/04/2013,,198B197   248,GENERAL,North Valley,,O,"(34.2407, -118.29185)"
490368,3124,7344,,W,TRANQUIL,DR,,91042,02/06/2013,,198B197   296,GENERAL,North Valley,,O,"(34.24037, -118.29412)"
500649,3124,7360,,W,TRANQUIL,DR,,91042,05/23/2013,,198B197   295,GENERAL,North Valley,,O,"(34.24048, -118.29425)"
510594,2103,6921,,W,TREASURE,TR,,90068,08/23/2013,,157-5A183 198,GENERAL,South Valley,,O,"(34.12453, -118.3459)"
499728,2103,834,,S,TREMAINE,AVE,,90005,05/16/2013,,132B185   236,GENERAL,Central,,O,"(34.05976, -118.33613)"
486471,3142,17122,,W,TRIBUNE,ST,,91344,12/06/2012,,207B133   199,GENERAL,North Valley,,O,"(34.26673, -118.50611)"
592088,1120,2016,,S,TRINITY,ST,,90011,05/14/2014,,121-5A209 154,GENERAL,South Los Angeles,,O,"(34.02724, -118.26006)"
496998,1120,4017,,S,TRINITY,ST,,90011,04/18/2013,,115-5A205 288,GENERAL,South Los Angeles,,O,"(34.01055, -118.27061)"
481130,1102,7041,,S,TROLLEYWAY,,,90293,10/04/2012,,096B149   738,GENERAL,West Los Angeles,,O,"(33.95532, -118.4489)"
506617,3122,4233,,N,TROOST,AVE,,91604,07/23/2013,,165B169   699,GENERAL,South Valley,,O,"(34.14649, -118.38677)"
424282,3123,12232,,W,TRUESDALE,ST,,91352,07/20/2011,,198B165    39,GENERAL,North Valley,,O,"(34.24029, -118.39934)"
490350,3123,13403,,W,TRUESDALE,ST,,91402,02/06/2013,,192B157   547,GENERAL,North Valley,,O,"(34.22265, -118.42407)"
602878,2103,5639,,W,TRYON,ROAD,,90068,06/03/2014,,151-5A193 249,GENERAL,Central,,O,"(34.10773, -118.31114)"
510230,2103,5667,,W,TRYON,ROAD,,90068,08/20/2013,,151-5A193 261,GENERAL,Central,,O,"(34.10745, -118.31138)"
426553,3105,15431,,W,TUBA,ST,,91345,08/17/2011,,204B145   382,GENERAL,North Valley,,O,"(34.25647, -118.46856)"
506590,2115,16409,,W,TUDOR,DR,,91436,07/22/2013,,162B137   519,GENERAL,South Valley,,O,"(34.13783, -118.49022)"
649593,3122,4303,,N,TUJUNGA,AVE,,91604,07/31/2014,,165B173   622,GENERAL,South Valley,,O,"(34.14787, -118.37914)"
584672,3122,4377,,N,TUJUNGA,AVE,,91604,04/30/2014,,165B173   430,GENERAL,South Valley,,O,"(34.14959, -118.37914)"
527288,3204,4397,,N,TUJUNGA,AVE,,91604,12/16/2013,,165B173   390,CITATIONS,South Valley,,O,"(34.15006, -118.37917)"
513534,3122,4397,,N,TUJUNGA,AVE,,91604,09/18/2013,,165B173   390,GENERAL,South Valley,,O,"(34.15006, -118.37917)"
501378,3124,6200,,N,TUJUNGA,AVE,,91606,06/05/2013,,177B173   408,GENERAL,South Valley,,O,"(34.18326, -118.37888)"
514276,3302,6730,,N,TUJUNGA,AVE,,91606,09/20/2013,,180B173    68,VEIP,South Valley,,O,"(34.1931, -118.37887)"
513191,3302,6950,,N,TUJUNGA,AVE,,91605,09/16/2013,,183B173   168,VEIP,South Valley,,O,"(34.19678, -118.37888)"
521076,3204,8101,,N,TUJUNGA,AVE,,91352,11/01/2013,,189B169   550,CITATIONS,North Valley,,O,"(34.21753, -118.37923)"
521107,3204,8201,,N,TUJUNGA,AVE,,91352,11/04/2013,,192B169   486,CITATIONS,North Valley,,O,"(34.21938, -118.37923)"
483247,3124,9832,,N,TUJUNGA CANYON,BLVD,,91042,11/05/2012,,201A203    41,GENERAL,North Valley,,O,"(34.24717, -118.27607)"
457984,3124,10172,,N,TUJUNGA CANYON,BLVD,,91042,04/02/2012,,202-5A199  82,GENERAL,North Valley,,O,"(34.25066, -118.28973)"
496464,3124,10460,,N,TUJUNGA CANYON,BLVD,,91042,04/12/2013,,204B197   179,GENERAL,North Valley,,O,"(34.25928, -118.2924)"
464336,3124,10921,,N,TUJUNGA CANYON,BLVD,,91042,05/09/2012,,207B197   153,GENERAL,North Valley,,O,"(34.26719, -118.29668)"
491545,3124,10932,,N,TUJUNGA CANYON,BLVD,,91042,02/22/2013,,207B197    66,GENERAL,North Valley,,O,"(34.26755, -118.29679)"
581810,3124,9800,,W,TUJUNGA VALLEY,ST,,91342,04/22/2014,,210B181   195,GENERAL,North Valley,,O,"(34.27233, -118.34631)"
555130,3142,21101,,W,TULSA,ST,,91311,03/06/2014,,207B105    40,GENERAL,North Valley,,O,"(34.26764, -118.59327)"
489817,3102,14945,,W,TUPPER,ST,,91343,01/28/2013,,198B149   278,GENERAL,North Valley,,O,"(34.23926, -118.45849)"
418477,3113,19916,,W,TURNBERRY,DR,,91356,05/17/2011,,162B113    68,GENERAL,South Valley,,O,"(34.14091, -118.56751)"
639564,4106,4129,,E,TURQUOISE,ST,,90032,07/16/2014,,141A227    30,CNAP,East Los Angeles,,O,"(34.08234, -118.19784)"
524216,2123,4133,,E,TURQUOISE,ST,,90032,11/25/2013,,141A227    25,GENERAL,East Los Angeles,,O,"(34.08232, -118.19775)"
523573,2123,4453,,E,TURQUOISE,ST,,90032,11/20/2013,,141A229   258,GENERAL,East Los Angeles,,O,"(34.0804, -118.19221)"
556197,3142,17430,,W,TUSCAN,DR,,91344,03/11/2014,,222B129    42,GENERAL,North Valley,,O,"(34.30595, -118.51263)"
505449,3124,10658,,W,TUXFORD,ST,,91352,07/11/2013,,195B177     6,GENERAL,North Valley,,O,"(34.23576, -118.36348)"
521498,3301,10950,,W,TUXFORD,ST,,91352,11/06/2013,,198B173   137,VEIP,North Valley,,O,"(34.23587, -118.36926)"
521499,3301,10950,,W,TUXFORD,ST,,91352,11/06/2013,,198B173   137,VEIP,North Valley,,O,"(34.23587, -118.36926)"
521500,3301,10960,,W,TUXFORD,ST,,91352,11/06/2013,,198B173   146,VEIP,North Valley,,O,"(34.23573, -118.36945)"
430791,3301,11066,,W,TUXFORD,ST,,91352,10/07/2011,,195B173    93,VEIP,North Valley,,O,"(34.23362, -118.37226)"
487332,3301,11589,,W,TUXFORD,ST,,91352,12/18/2012,,192B169   223,VEIP,North Valley,,O,"(34.22532, -118.38425)"
499756,3301,11613,,W,TUXFORD,ST,,91352,05/16/2013,,192B169   287,VEIP,North Valley,,O,"(34.22468, -118.38519)"
404210,2124,4610,,E,TWINING,ST,,90032,01/13/2011,,142-5A231 249,GENERAL,East Los Angeles,,O,"(34.08398, -118.1842)"
462591,3105,14169,,W,TYLER,ST,,91342,04/27/2012,,228B153   420,GENERAL,North Valley,,O,"(34.32011, -118.44246)"
468064,3122,7227,,N,TYRONE,AVE,,91405,06/05/2012,,183B153    68,GENERAL,South Valley,,O,"(34.20202, -118.44453)"
561081,2131,316,,W,ULYSSES,ST,,90065,03/17/2014,,144A221   184,GENERAL,East Los Angeles,,O,"(34.08948, -118.21504)"
435649,8132,338,,W,ULYSSES,ST,,90065,12/08/2011,,144A221   127,PACE,East Los Angeles,,O,"(34.08996, -118.2154)"
579155,2131,431,,W,ULYSSES,ST,,90065,04/17/2014,,145-5A221 462,GENERAL,East Los Angeles,,O,"(34.09128, -118.21605)"
469544,2131,460,,W,ULYSSES,ST,,90065,06/13/2012,,145-5A221 395,GENERAL,East Los Angeles,,O,"(34.09187, -118.21681)"
585823,2121,3482,,E,UNION PACIFIC,AVE,,90023,05/05/2014,,117A225    24,GENERAL,East Los Angeles,,O,"(34.01643, -118.20343)"
426935,2121,3815,,E,UNION PACIFIC,AVE,,90023,08/24/2011,,118-5A229 209,GENERAL,East Los Angeles,,O,"(34.01666, -118.1927)"
439970,2103,333,,E,UNIVERSAL HOLLYWOOD,DR,,91608,12/29/2011,,162B177   594,GENERAL,South Valley,,O,"(34.13838, -118.35964)"
525572,1130,4065,,S,URSULA,AVE,,90008,12/09/2013,,117B181   784,GENERAL,South Los Angeles,,O,"(34.01296, -118.35258)"
465685,2102,8312,,W,UTICA,DR,,90046,05/16/2012,,151-5A175 206,GENERAL,Central,,O,
544966,2102,8326,,W,UTICA,DR,,90046,02/12/2014,,151-5A175 239,GENERAL,Central,,O,"(34.10809, -118.3717)"
478352,2132,719,,S,VALENCIA,ST,,90017,09/11/2012,,130-5A205 104,GENERAL,Central,,O,"(34.05269, -118.26977)"
434753,2132,1412,,S,VALENCIA,ST,,90015,12/02/2011,,127-5A203 404,GENERAL,Central,,O,"(34.04171, -118.27597)"
490282,3124,11207,,W,VALERIO,ST,,91352,02/05/2013,,186B173   743,GENERAL,North Valley,,O,"(34.20493, -118.37496)"
490280,3124,11307,,W,VALERIO,ST,,91352,02/05/2013,,186B173   731,GENERAL,North Valley,,O,"(34.20493, -118.37718)"
431967,3122,13961,,W,VALERIO,ST,,91405,10/28/2011,,186B153   372,GENERAL,South Valley,,O,"(34.20493, -118.43776)"
501589,3122,14233,,W,VALERIO,ST,,91405,06/05/2013,,186B153   358,GENERAL,South Valley,,O,"(34.20493, -118.44346)"
541225,3107,14549,,W,VALERIO,ST,,91405,02/04/2014,,186B149   514,GENERAL,South Valley,,O,"(34.20494, -118.45075)"
514513,3107,14653,,W,VALERIO,ST,,91405,09/24/2013,,186B149   506,GENERAL,South Valley,,O,"(34.20494, -118.45277)"
424467,3107,14720,,W,VALERIO,ST,,91405,07/21/2011,,186B149   556,GENERAL,South Valley,,O,"(34.2046, -118.45369)"
480197,3107,15235,,W,VALERIO,ST,,91405,09/27/2012,,186B145   490,GENERAL,South Valley,,O,"(34.20492, -118.46518)"
514876,3107,15523,,W,VALERIO,ST,,91406,09/26/2013,,186B145   434,GENERAL,South Valley,,O,"(34.20492, -118.47136)"
484184,3111,21067,,W,VALERIO,ST,,91303,11/13/2012,,186B105   605,GENERAL,South Valley,,O,"(34.20478, -118.5924)"
515852,2103,3014,,N,VALEVISTA,TR,,90068,10/02/2013,,156A181   147,GENERAL,South Valley,,O,"(34.12303, -118.34822)"
487246,2115,4830,,N,VALJEAN,AVE,,91436,12/14/2012,,168B137   325,GENERAL,South Valley,,O,"(34.15829, -118.48566)"
442204,3107,6950,,N,VALJEAN,AVE,,91406,01/17/2012,,183B141   486,GENERAL,South Valley,,O,"(34.19703, -118.48571)"
411545,3107,7117,,N,VALJEAN,AVE,,91406,03/31/2011,,183B137   108,GENERAL,South Valley,,O,"(34.19975, -118.48599)"
605980,3107,7318,,N,VALJEAN,AVE,,91406,06/05/2014,,186B137   297,GENERAL,South Valley,,O,"(34.20355, -118.48575)"
486940,2303,5266,,E,VALLEY,BLVD,,90032,12/12/2012,,138A235    61,VEIP,East Los Angeles,,O,"(34.07373, -118.16925)"
427642,2303,5359,,E,VALLEY,BLVD,,90032,09/02/2011,,139-5A237  90,GENERAL,East Los Angeles,,O,"(34.07473, -118.16674)"
498938,3143,6430,,N,VALLEY CIRCLE,BLVD,,91307,05/06/2013,,180B089   868,GENERAL,South Valley,,O,"(34.18688, -118.65519)"
577840,2102,14330,,W,VALLEY VISTA,BLVD,,91423,04/15/2014,,165A151   263,GENERAL,South Valley,,O,"(34.14517, -118.44599)"
477091,2102,14877,,W,VALLEY VISTA,BLVD,,91403,08/23/2012,,165A149    71,GENERAL,South Valley,,O,"(34.14738, -118.4585)"
420320,4102,18054,,W,VALLEY VISTA,BLVD,,91316,06/06/2011,,168B125   277,CNAP,South Valley,,O,"(34.15824, -118.5267)"
541465,3124,7107,,W,VALMONT,ST,,91042,02/05/2014,,204B201  1022,GENERAL,North Valley,,O,"(34.2524, -118.28628)"
511621,3124,7263,,W,VALMONT,ST,,91042,09/03/2013,,204B197  1072,GENERAL,North Valley,,O,"(34.25242, -118.29062)"
610251,1202,2603,,S,VAN BUREN,PL,,90007,06/11/2014,,123B197   925,CITATIONS,South Los Angeles,,O,"(34.03246, -118.29715)"
610252,1202,2607,,S,VAN BUREN,PL,,90007,06/11/2014,,123B197   925,CITATIONS,South Los Angeles,,O,"(34.03231, -118.29715)"
610253,1202,2609,,S,VAN BUREN,PL,,90007,06/11/2014,,123B197   925,CITATIONS,South Los Angeles,,O,"(34.03228, -118.29715)"
554332,1120,4313,,S,VAN BUREN,PL,,90037,03/04/2014,,114B197  1152,GENERAL,South Los Angeles,,O,"(34.00512, -118.29708)"
623732,2201,3936,,N,VAN HORNE,AVE,,90032,06/25/2014,,144A235    47,CITATIONS,East Los Angeles,,O,"(34.09044, -118.17126)"
512322,2123,4216,,N,VAN HORNE,AVE,,90032,09/10/2013,,145-5A235  50,GENERAL,East Los Angeles,,O,"(34.09466, -118.16947)"
521080,2123,4307,,N,VAN HORNE,AVE,,90032,11/04/2013,,147A235   184,GENERAL,East Los Angeles,,O,"(34.09603, -118.16965)"
477875,2103,145,,S,VAN NESS,AVE,,90004,09/05/2012,,138B189  1181,GENERAL,Central,,O,"(34.07161, -118.31587)"
479233,1110,3651,,S,VAN NESS,AVE,,90018,09/19/2012,,120B189  1453,GENERAL,South Los Angeles,,O,"(34.02165, -118.31672)"
482530,1110,4147,,S,VAN NESS,AVE,,90008,10/24/2012,,114B189   866,GENERAL,South Los Angeles,,O,"(34.00845, -118.31723)"
424386,1110,4616,,S,VAN NESS,AVE,,90062,07/20/2011,,111B189   689,GENERAL,South Los Angeles,,O,"(34.0013, -118.31696)"
537563,1110,5012,,S,VAN NESS,AVE,,90062,01/27/2014,,111B189  1369,GENERAL,South Los Angeles,,O,"(33.99755, -118.31697)"
514897,1110,5162,,S,VAN NESS,AVE,,90062,09/26/2013,,108B189   153,GENERAL,South Los Angeles,,O,"(33.99557, -118.31699)"
637124,1110,5508,,S,VAN NESS,AVE,,90062,07/14/2014,,108B189   856,GENERAL,South Los Angeles,,O,"(33.99196, -118.31696)"
532627,1110,5752,,S,VAN NESS,AVE,,90062,01/13/2014,,108B189  1321,GENERAL,South Los Angeles,,O,"(33.98946, -118.31698)"
505131,1114,6120,,S,VAN NESS,AVE,,90047,07/10/2013,,105B189   879,GENERAL,South Los Angeles,,O,"(33.98379, -118.31753)"
487301,2302,6700,,S,VAN NESS,AVE,,90047,12/17/2012,,102B189   460,VEIP,South Los Angeles,,O,"(33.97804, -118.31758)"
509929,3122,6944,,N,VAN NOORD,AVE,,91605,08/19/2013,,183B161   591,GENERAL,South Valley,,O,"(34.19691, -118.41471)"
592707,3122,7016,,N,VAN NOORD,AVE,,91605,05/14/2014,,183B161   449,GENERAL,South Valley,,O,"(34.19803, -118.4148)"
520696,2301,4904,,N,VAN NUYS,BLVD,,91403,10/31/2013,,169-5A151  84,VEIP,South Valley,,O,"(34.15955, -118.44848)"
483283,2301,5858,,N,VAN NUYS,BLVD,,91401,11/06/2012,,174B149    49,VEIP,South Valley,,O,"(34.17734, -118.44837)"
501180,3107,6465,,N,VAN NUYS,BLVD,,91411,05/30/2013,,180B149   675,GENERAL,South Valley,,O,"(34.18806, -118.44901)"
515432,3301,6472,,N,VAN NUYS,BLVD,,91401,10/01/2013,,180B149   641,VEIP,South Valley,,O,"(34.18834, -118.44845)"
515433,3301,6476,,N,VAN NUYS,BLVD,,91401,10/01/2013,,180B149   626,VEIP,South Valley,,O,"(34.18845, -118.44845)"
452841,3107,6477,,N,VAN NUYS,BLVD,,91411,03/01/2012,,180B149   640,GENERAL,South Valley,,O,"(34.18838, -118.44902)"
470809,3107,6629,,N,VAN NUYS,BLVD,,91405,06/20/2012,,180B149   300,GENERAL,South Valley,,O,"(34.19151, -118.44901)"
595791,3107,6723,,N,VAN NUYS,BLVD,,91405,05/20/2014,,180B149   136,GENERAL,South Valley,,O,"(34.19269, -118.44905)"
648970,3107,6741,,N,VAN NUYS,BLVD,,91405,07/28/2014,,180B149    91,GENERAL,South Valley,,O,"(34.1933, -118.44904)"
423951,3301,6817,,N,VAN NUYS,BLVD,,91405,07/13/2011,,183B149   747,VEIP,South Valley,,O,"(34.19443, -118.44897)"
424090,3301,6823,,N,VAN NUYS,BLVD,,91405,07/14/2011,,183B149   703,VEIP,South Valley,,O,"(34.19459, -118.44903)"
527309,3107,6945,1/2,N,VAN NUYS,BLVD,,91405,12/16/2013,,183B149   430,GENERAL,South Valley,,O,"(34.19699, -118.44898)"
424374,3301,7004,,N,VAN NUYS,BLVD,,91405,07/20/2011,,183B149   374,VEIP,South Valley,,O,"(34.1978, -118.44847)"
531453,8202,7433,,N,VAN NUYS,BLVD,,91405,01/08/2014,,186B149   389,SIGNS,South Valley,,O,"(34.20574, -118.44897)"
426720,3302,7530,,N,VAN NUYS,BLVD,,91405,08/19/2011,,186B149   193,VEIP,South Valley,,O,"(34.20782, -118.44856)"
425880,3301,7631,,N,VAN NUYS,BLVD,,91405,08/08/2011,,186B149   109,VEIP,South Valley,,O,"(34.20939, -118.44896)"
524295,3301,7905,,N,VAN NUYS,BLVD,,91402,11/26/2013,,189B149   451,VEIP,North Valley,,O,"(34.21446, -118.44897)"
524297,3301,7905,,N,VAN NUYS,BLVD,,91402,11/26/2013,,189B149   451,VEIP,North Valley,,O,"(34.21446, -118.44897)"
524298,3301,7905,,N,VAN NUYS,BLVD,,91402,11/26/2013,,189B149   451,VEIP,North Valley,,O,"(34.21446, -118.44897)"
524292,3301,7905,,N,VAN NUYS,BLVD,,91402,11/26/2013,,189B149   451,VEIP,North Valley,,O,"(34.21446, -118.44897)"
524291,3301,7905,,N,VAN NUYS,BLVD,,91402,11/26/2013,,189B149   451,VEIP,North Valley,,O,"(34.21446, -118.44897)"
524294,3301,7905,,N,VAN NUYS,BLVD,,91402,11/26/2013,,189B149   451,VEIP,North Valley,,O,"(34.21446, -118.44897)"
524290,3301,7905,,N,VAN NUYS,BLVD,,91402,11/26/2013,,189B149   451,VEIP,North Valley,,O,"(34.21446, -118.44897)"
524296,3301,7905,,N,VAN NUYS,BLVD,,91402,11/26/2013,,189B149   451,VEIP,North Valley,,O,"(34.21446, -118.44897)"
524293,3301,7905,,N,VAN NUYS,BLVD,,91402,11/26/2013,,189B149   451,VEIP,North Valley,,O,"(34.21446, -118.44897)"
481091,3301,7905,,N,VAN NUYS,BLVD,,91402,10/04/2012,,189B149   451,VEIP,North Valley,,O,"(34.21446, -118.44897)"
481090,3301,7905,,N,VAN NUYS,BLVD,,91402,10/04/2012,,189B149   451,VEIP,North Valley,,O,"(34.21446, -118.44897)"
481093,3301,7909,,N,VAN NUYS,BLVD,,91402,10/04/2012,,189B149   451,VEIP,North Valley,,O,"(34.21457, -118.44897)"
481096,3301,7909,,N,VAN NUYS,BLVD,,91402,10/04/2012,,189B149   451,VEIP,North Valley,,O,"(34.21457, -118.44897)"
524299,3301,7909,,N,VAN NUYS,BLVD,,91402,11/26/2013,,189B149   451,VEIP,North Valley,,O,"(34.21457, -118.44897)"
481092,3301,7909,,N,VAN NUYS,BLVD,,91402,10/04/2012,,189B149   451,VEIP,North Valley,,O,"(34.21457, -118.44897)"
481095,3301,7909,,N,VAN NUYS,BLVD,,91402,10/04/2012,,189B149   451,VEIP,North Valley,,O,"(34.21457, -118.44897)"
481094,3301,7909,,N,VAN NUYS,BLVD,,91402,10/04/2012,,189B149   451,VEIP,North Valley,,O,"(34.21457, -118.44897)"
